_sequence,phase,step,cycle,steer_center_trim_dc,steer_clamped_deg,steer_cycle,steer_dc_center,steer_phase,steer_post_sign_deg,steer_pre_sign_deg,steer_pwm_dc,steer_requested_deg,steer_steering_direction_sign,steer_steering_limit_deg,steer_step,steer__tag,steer__line_no,motor_cycle,motor_neutral_dc,motor_phase,motor_pwm_dc,motor_reverse_mode,motor_speed_pct,motor_step,motor__tag,motor__line_no,effective_front_clearance_m,front_clearance_fallback_used,front_clearance_m,front_min_m,heading_offset_deg,left_clearance_m,left_min_m,left_right_delta_m,right_clearance_m,right_min_m,scan_age_s,_tag,_line_no,active_heading_source,avoidance_heading_deg,centering_heading_deg,centering_weight,gap_heading_deg,speed_pct,steering_deg,steering_pre_servo_deg,target_heading_deg,pose_cycle,pose_distance_from_phase_start_m,pose_lateral_drift_m,pose_phase,pose_step,pose_x,pose_y,pose_yaw_change_deg,pose_yaw_deg,pose__tag,pose__line_no
59,recon_debug,autonomous,60,1.4,-3.5728471931070085,60,8.2,recon_debug,-3.5728471931070085,3.5728471931070085,7.842715280689299,3.5728471931070085,-1.0,18.0,autonomous,DIAG_STEER,297,60,7.5,recon_debug,7.96949365821914,False,18.779746328765587,autonomous,DIAG_MOTOR,298,0.55,True,0.0,,91,0.620614721093859,0.573462963104248,0.5106314763730886,0.10998324472077038,0.04167460650205612,0.045465594000000005,DIAG_NAV,300,avoidance,10.208134837448597,9.191366574715595,0.0,36.0,18.779746328765587,3.5728471931070085,3.5728471931070085,10.208134837448597,60,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,301
60,recon_debug,autonomous,61,1.4,-3.686694462783634,61,8.2,recon_debug,-3.686694462783634,3.686694462783634,7.831330553721636,3.686694462783634,-1.0,18.0,autonomous,DIAG_STEER,302,61,7.5,recon_debug,7.968376747505267,False,18.735069900210664,autonomous,DIAG_MOTOR,303,0.55,True,0.0,,91,0.6447391427225537,0.6054768562316895,0.5590036440526199,0.08573549866993377,0.02866348996758461,0.068257513,DIAG_NAV,305,avoidance,10.533412750810385,10.062065592947159,0.0,90.0,18.735069900210664,3.686694462783634,3.686694462783634,10.533412750810385,61,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,306
61,recon_debug,autonomous,62,1.4,-3.7402566052041943,62,8.2,recon_debug,-3.7402566052041943,3.7402566052041943,7.82597433947958,3.7402566052041943,-1.0,18.0,autonomous,DIAG_STEER,307,62,7.5,recon_debug,7.967851270426216,False,18.71405081704866,autonomous,DIAG_MOTOR,308,0.55,True,0.0,,91,0.6936161716779073,0.6555690765380859,0.6211549031382153,0.07246126853969208,0.02254210226237774,0.023523154,DIAG_NAV,310,avoidance,10.686447443440557,11.180788256487876,0.0,90.0,18.71405081704866,3.7402566052041943,3.7402566052041943,10.686447443440557,62,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,311
62,recon_debug,autonomous,63,1.4,-3.6965016759932037,63,8.2,recon_debug,-3.6965016759932037,3.6965016759932037,7.830349832400679,3.6965016759932037,-1.0,18.0,autonomous,DIAG_STEER,312,63,7.5,recon_debug,7.968280532799915,False,18.73122131199661,autonomous,DIAG_MOTOR,313,0.55,True,0.0,,91,0.7426965319448047,0.6960888504981995,0.6847563343221582,0.057940197622646454,0.027542665600776672,0.013871108,DIAG_NAV,315,avoidance,10.561433359980583,12.325614017798848,0.0,89.0,18.73122131199661,3.6965016759932037,3.6965016759932037,10.561433359980583,63,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,316
63,recon_debug,autonomous,64,1.4,-3.652797580696642,64,8.2,recon_debug,-3.652797580696642,3.652797580696642,7.834720241930335,3.652797580696642,-1.0,18.0,autonomous,DIAG_STEER,317,64,7.5,recon_debug,7.968709296462105,False,18.748371858484198,autonomous,DIAG_MOTOR,318,0.55,True,0.0,,91,0.7607754071553549,0.7138610482215881,0.6876338050022823,0.07314160215307255,0.032537419348955154,0.036322124000000004,DIAG_NAV,320,avoidance,10.436564516276121,12.377408490041082,0.0,87.0,18.748371858484198,3.652797580696642,3.652797580696642,10.436564516276121,64,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,321
64,recon_debug,autonomous,65,1.4,-3.6199958687648173,65,8.2,recon_debug,-3.6199958687648173,3.6199958687648173,7.838000413123518,3.6199958687648173,-1.0,18.0,autonomous,DIAG_STEER,322,65,7.5,recon_debug,7.969031101135982,False,18.761244045439263,autonomous,DIAG_MOTOR,323,0.55,True,0.0,,91,0.8060732497725376,0.7192598581314087,0.7239707538996848,0.08210249587285276,0.036286186426877975,0.060489360000000006,DIAG_NAV,325,avoidance,10.34284533932805,13.031473570194326,0.0,87.0,18.761244045439263,3.6199958687648173,3.6199958687648173,10.34284533932805,65,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,326
65,recon_debug,autonomous,66,1.4,-3.6099723791703577,66,8.2,recon_debug,-3.6099723791703577,3.6099723791703577,7.839002762082964,3.6099723791703577,-1.0,18.0,autonomous,DIAG_STEER,327,66,7.5,recon_debug,7.969129437643746,False,18.765177505749815,autonomous,DIAG_MOTOR,328,0.55,True,0.0,,91,0.7590500133378165,0.7199320793151855,0.6708529388053077,0.08819707453250886,0.03743172809481621,0.006668552,DIAG_NAV,330,avoidance,10.314206797629595,12.075352898495538,0.0,84.0,18.765177505749815,3.6099723791703577,3.6099723791703577,10.314206797629595,66,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,331
66,recon_debug,autonomous,67,1.4,-3.6109875906258817,67,8.2,recon_debug,-3.6109875906258817,3.6109875906258817,7.838901240937411,3.6109875906258817,-1.0,18.0,autonomous,DIAG_STEER,332,67,7.5,recon_debug,7.969119477804087,False,18.76477911216348,autonomous,DIAG_MOTOR,333,0.55,True,0.0,,91,0.760236828667777,0.7198137640953064,0.6762381856538812,0.08399864301389577,0.03731570392847061,0.029511456000000002,DIAG_NAV,335,avoidance,10.317107401788235,12.172287341769861,0.0,84.0,18.76477911216348,3.6109875906258817,3.6109875906258817,10.317107401788235,67,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,336
67,recon_debug,autonomous,68,1.4,-3.613853586837649,68,8.2,recon_debug,-3.613853586837649,3.613853586837649,7.8386146413162345,3.613853586837649,-1.0,18.0,autonomous,DIAG_STEER,337,68,7.5,recon_debug,7.969091360644282,False,18.76365442577129,autonomous,DIAG_MOTOR,338,0.55,True,0.0,,91,0.7566842641149248,0.7200320959091187,0.6858137493213964,0.07087051479352845,0.036988161504268646,0.051190971,DIAG_NAV,340,avoidance,10.325295962393284,12.344647487785135,0.0,84.0,18.76365442577129,3.613853586837649,3.613853586837649,10.325295962393284,68,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,341
68,recon_debug,autonomous,69,1.4,-3.612328797578811,69,8.2,recon_debug,-3.612328797578811,3.612328797578811,7.838767120242118,3.612328797578811,-1.0,18.0,autonomous,DIAG_STEER,342,69,7.5,recon_debug,7.969106319751026,False,18.764252790041045,autonomous,DIAG_MOTOR,343,0.55,True,0.0,,91,0.7561789189066206,0.7193009853363037,0.6853588198740331,0.07082009903258747,0.0371624231338501,0.07404716900000001,DIAG_NAV,345,avoidance,10.320939421653748,12.336458757732597,0.0,88.0,18.764252790041045,3.612328797578811,3.612328797578811,10.320939421653748,69,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,346
69,recon_debug,autonomous,70,1.4,-3.613241656683385,70,8.2,recon_debug,-3.613241656683385,3.613241656683385,7.838675834331661,3.613241656683385,-1.0,18.0,autonomous,DIAG_STEER,347,70,7.5,recon_debug,7.969097364049962,False,18.76389456199849,autonomous,DIAG_MOTOR,348,0.55,True,0.0,,91,0.761725483669175,0.7201566696166992,0.6776140011559808,0.08411148251319418,0.03705809637904167,0.022057572,DIAG_NAV,350,avoidance,10.323547590523958,12.197052020807654,0.0,88.0,18.76389456199849,3.613241656683385,3.613241656683385,10.323547590523958,70,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,351
70,recon_debug,autonomous,71,1.4,-3.6098540220409627,71,8.2,recon_debug,-3.6098540220409627,3.6098540220409627,7.839014597795903,3.6098540220409627,-1.0,18.0,autonomous,DIAG_STEER,352,71,7.5,recon_debug,7.969130598798916,False,18.765223951956653,autonomous,DIAG_MOTOR,353,0.55,True,0.0,,91,0.7603220608499315,0.7200260162353516,0.6729948112037447,0.08732724964618682,0.03744525462388992,0.029466691000000003,DIAG_NAV,355,avoidance,10.313868634402752,12.113906601667406,0.0,88.0,18.765223951956653,3.6098540220409627,3.6098540220409627,10.313868634402752,71,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,356
71,recon_debug,autonomous,72,1.4,-3.6102788168936963,72,8.2,recon_debug,-3.6102788168936963,3.6102788168936963,7.83897211831063,3.6102788168936963,-1.0,18.0,autonomous,DIAG_STEER,357,72,7.5,recon_debug,7.96912643130396,False,18.765057252158382,autonomous,DIAG_MOTOR,358,0.55,True,0.0,,91,0.7523017227649689,0.7198176383972168,0.6644918891042471,0.08780983366072177,0.03739670664072037,0.06617266000000001,DIAG_NAV,360,avoidance,10.31508233398199,11.960854003876447,0.0,84.0,18.765057252158382,3.6102788168936963,3.6102788168936963,10.31508233398199,72,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,361
72,recon_debug,autonomous,73,1.4,-3.611575888469815,73,8.2,recon_debug,-3.611575888469815,3.611575888469815,7.838842411153018,3.611575888469815,-1.0,18.0,autonomous,DIAG_STEER,362,73,7.5,recon_debug,7.969113706245694,False,18.764548249827754,autonomous,DIAG_MOTOR,363,0.55,True,0.0,,91,0.7536958035300759,0.7195314764976501,0.6689710454056028,0.08472475812447314,0.03724846988916397,0.015031135000000001,DIAG_NAV,365,avoidance,10.3187882527709,12.04147881730085,0.0,88.0,18.764548249827754,3.611575888469815,3.611575888469815,10.3187882527709,73,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,366
73,recon_debug,autonomous,74,1.4,-3.611268538050353,74,8.2,recon_debug,-3.611268538050353,3.611268538050353,7.838873146194964,3.611268538050353,-1.0,18.0,autonomous,DIAG_STEER,367,74,7.5,recon_debug,7.9691167215395815,False,18.76466886158327,autonomous,DIAG_MOTOR,368,0.55,True,0.0,,91,0.7578972509929112,0.7200161814689636,0.6665009877219253,0.09139626327098585,0.03728359565138817,0.038443763000000006,DIAG_NAV,370,avoidance,10.317910108715296,11.997017778994657,0.0,88.0,18.76466886158327,3.611268538050353,3.611268538050353,10.317910108715296,74,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,371
74,recon_debug,autonomous,75,1.4,-3.6124770129099484,75,8.2,recon_debug,-3.6124770129099484,3.6124770129099484,7.838752298709005,3.6124770129099484,-1.0,18.0,autonomous,DIAG_STEER,372,75,7.5,recon_debug,7.9691048656688,False,18.764194626752005,autonomous,DIAG_MOTOR,373,0.55,True,0.0,,91,0.7630113644732369,0.7207320332527161,0.6711343240747654,0.0918770403984715,0.03714548423886299,0.024945783000000003,DIAG_NAV,375,avoidance,10.321362894028425,12.080417833345777,0.0,88.0,18.764194626752005,3.6124770129099484,3.6124770129099484,10.321362894028425,75,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,376
75,recon_debug,autonomous,76,1.4,-3.6118134176358576,76,8.2,recon_debug,-3.6118134176358576,3.6118134176358576,7.838818658236414,3.6118134176358576,-1.0,18.0,autonomous,DIAG_STEER,377,76,7.5,recon_debug,7.969111375940618,False,18.764455037624717,autonomous,DIAG_MOTOR,378,0.55,True,0.0,,91,0.7579205393791199,0.7199618220329285,0.6657467443276854,0.09217379505143446,0.03722132369875908,0.008244005,DIAG_NAV,380,avoidance,10.319466907531023,11.983441397898337,0.0,83.0,18.764455037624717,3.6118134176358576,3.6118134176358576,10.319466907531023,76,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,381
76,recon_debug,autonomous,77,1.4,-3.6110281730070706,77,8.2,recon_debug,-3.6110281730070706,3.6110281730070706,7.838897182699292,3.6110281730070706,-1.0,18.0,autonomous,DIAG_STEER,382,77,7.5,recon_debug,7.969119079666332,False,18.764763186653287,autonomous,DIAG_MOTOR,383,0.55,True,0.0,,91,0.7566757491656713,0.7204708456993103,0.6656271416725231,0.09104860749314814,0.037311065942049026,0.031473606,DIAG_NAV,385,avoidance,10.317223351448774,11.981288550105416,0.0,84.0,18.764763186653287,3.6110281730070706,3.6110281730070706,10.317223351448774,77,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,386
77,recon_debug,autonomous,78,1.4,-3.6112215342000122,78,8.2,recon_debug,-3.6112215342000122,3.6112215342000122,7.838877846579998,3.6112215342000122,-1.0,18.0,autonomous,DIAG_STEER,387,78,7.5,recon_debug,7.9691171826758405,False,18.764687307033633,autonomous,DIAG_MOTOR,388,0.55,True,0.0,,91,0.7623226427369647,0.7198687791824341,0.6755508518301778,0.08677179090678692,0.03728896751999855,0.0022678150000000003,DIAG_NAV,390,avoidance,10.317775812000036,12.1599153329432,0.0,83.0,18.764687307033633,3.6112215342000122,3.6112215342000122,10.317775812000036,78,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,391
78,recon_debug,autonomous,79,1.4,-3.613119876943528,79,8.2,recon_debug,-3.613119876943528,3.613119876943528,7.838688012305647,3.613119876943528,-1.0,18.0,autonomous,DIAG_STEER,392,79,7.5,recon_debug,7.969098558783016,False,18.763942351320647,autonomous,DIAG_MOTOR,393,0.55,True,0.0,,91,0.761349649892913,0.7200638055801392,0.6744988086985217,0.08685084119439125,0.037072014063596725,0.02486448,DIAG_NAV,395,avoidance,10.323199648410082,12.14097855657339,0.0,84.0,18.763942351320647,3.613119876943528,3.613119876943528,10.323199648410082,79,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,396
79,recon_debug,autonomous,80,1.4,-3.6110772956162687,80,8.2,recon_debug,-3.6110772956162687,3.6110772956162687,7.838892270438373,3.6110772956162687,-1.0,18.0,autonomous,DIAG_STEER,397,80,7.5,recon_debug,7.969118597743765,False,18.764743909750585,autonomous,DIAG_MOTOR,398,0.55,True,0.0,,91,0.75447137390866,0.7208130359649658,0.6712860824207083,0.08318529148795167,0.037305451929569244,0.048682566000000004,DIAG_NAV,400,avoidance,10.317363701760769,12.08314948357275,0.0,84.0,18.764743909750585,3.6110772956162687,3.6110772956162687,10.317363701760769,80,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,401
80,recon_debug,autonomous,81,1.4,-3.6097934255376454,81,8.2,recon_debug,-3.6097934255376454,3.6097934255376454,7.839020657446235,3.6097934255376454,-1.0,18.0,autonomous,DIAG_STEER,402,81,7.5,recon_debug,7.969131193287339,False,18.76524773149356,autonomous,DIAG_MOTOR,403,0.55,True,0.0,,91,0.7541066250380348,0.7195853590965271,0.6624523790589735,0.09165424597906131,0.037452179938554764,0.072429297,DIAG_NAV,405,avoidance,10.313695501536131,11.924142823061523,0.0,84.0,18.76524773149356,3.6097934255376454,3.6097934255376454,10.313695501536131,81,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,406
81,recon_debug,autonomous,82,1.4,-3.6124956905841823,82,8.2,recon_debug,-3.6124956905841823,3.6124956905841823,7.838750430941581,3.6124956905841823,-1.0,18.0,autonomous,DIAG_STEER,407,82,7.5,recon_debug,7.969104682429496,False,18.764187297179845,autonomous,DIAG_MOTOR,408,0.55,True,0.0,,91,0.7573565057345799,0.7205562591552734,0.668847369370716,0.08850913636386394,0.03714334964752197,0.019619118,DIAG_NAV,410,avoidance,10.32141625881195,12.039252648672887,0.0,88.0,18.764187297179845,3.6124956905841823,3.6124956905841823,10.32141625881195,82,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,411
82,recon_debug,autonomous,83,1.4,-3.61048440169543,83,8.2,recon_debug,-3.61048440169543,3.61048440169543,7.838951559830456,3.61048440169543,-1.0,18.0,autonomous,DIAG_STEER,412,83,7.5,recon_debug,7.969124414392458,False,18.76497657569831,autonomous,DIAG_MOTOR,413,0.55,True,0.0,,91,0.7573146087782724,0.7204937934875488,0.6686704244571073,0.08864418432116508,0.03737321123480797,0.042375067,DIAG_NAV,415,avoidance,10.3156697191298,12.036067640227932,0.0,88.0,18.76497657569831,3.61048440169543,3.61048440169543,10.3156697191298,83,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,416
83,recon_debug,autonomous,84,1.4,-3.611620643176138,84,8.2,recon_debug,-3.611620643176138,3.611620643176138,7.838837935682386,3.611620643176138,-1.0,18.0,autonomous,DIAG_STEER,417,84,7.5,recon_debug,7.969113267174901,False,18.764530686996032,autonomous,DIAG_MOTOR,418,0.55,True,0.0,,91,0.7586598140852792,0.7191283702850342,0.6662994588331348,0.09236035525214438,0.03724335506558418,0.033529779,DIAG_NAV,420,avoidance,10.318916123360395,11.993390258996426,0.0,88.0,18.764530686996032,3.611620643176138,3.611620643176138,10.318916123360395,84,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,421
84,recon_debug,autonomous,85,1.4,-3.609731948934495,85,8.2,recon_debug,-3.609731948934495,3.609731948934495,7.83902680510655,3.609731948934495,-1.0,18.0,autonomous,DIAG_STEER,422,85,7.5,recon_debug,7.969131796410075,False,18.76527185640298,autonomous,DIAG_MOTOR,423,0.55,True,0.0,,91,0.7541111234356376,0.7210630774497986,0.6826281267102637,0.0714829967253738,0.03745920583605766,0.012225834000000001,DIAG_NAV,425,avoidance,10.313519854098558,12.287306280784748,0.0,89.0,18.76527185640298,3.609731948934495,3.609731948934495,10.313519854098558,85,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,426
85,recon_debug,autonomous,86,1.4,-3.6088898237794633,86,8.2,recon_debug,-3.6088898237794633,3.6088898237794633,7.839111017622053,3.6088898237794633,-1.0,18.0,autonomous,DIAG_STEER,427,86,7.5,recon_debug,7.969140058168224,False,18.76560232672897,autonomous,DIAG_MOTOR,428,0.55,True,0.0,,91,0.7525685447103837,0.7204137444496155,0.6666303114987472,0.08593823321163654,0.037555448710918427,0.03541719,DIAG_NAV,430,avoidance,10.31111378222704,11.99934560697745,0.0,84.0,18.76560232672897,3.6088898237794633,3.6088898237794633,10.31111378222704,86,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,431
86,recon_debug,autonomous,87,1.4,-3.6116356700658794,87,8.2,recon_debug,-3.6116356700658794,3.6116356700658794,7.8388364329934115,3.6116356700658794,-1.0,18.0,autonomous,DIAG_STEER,432,87,7.5,recon_debug,7.969113119752005,False,18.76452479008021,autonomous,DIAG_MOTOR,433,0.55,True,0.0,,91,0.7634813537200292,0.7190923094749451,0.6758955181886753,0.08758583553135395,0.03724163770675659,0.005939595000000001,DIAG_NAV,435,avoidance,10.318959057331085,12.166119327396157,0.0,83.0,18.76452479008021,3.6116356700658794,3.6116356700658794,10.318959057331085,87,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,436
87,recon_debug,autonomous,88,1.4,-3.611525657586753,88,8.2,recon_debug,-3.611525657586753,3.611525657586753,7.838847434241324,3.611525657586753,-1.0,18.0,autonomous,DIAG_STEER,437,88,7.5,recon_debug,7.969114199041099,False,18.764567961643987,autonomous,DIAG_MOTOR,438,0.55,True,0.0,,91,0.7585424372128078,0.7196118235588074,0.6697543605736324,0.08878807663917541,0.0372542105615139,0.029515334,DIAG_NAV,440,avoidance,10.318644735962152,12.055578490325383,0.0,83.0,18.764567961643987,3.611525657586753,3.611525657586753,10.318644735962152,88,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,441
88,recon_debug,autonomous,89,1.4,-3.609984081238508,89,8.2,recon_debug,-3.609984081238508,3.609984081238508,7.839001591876149,3.609984081238508,-1.0,18.0,autonomous,DIAG_STEER,442,89,7.5,recon_debug,7.969129322839365,False,18.765172913574588,autonomous,DIAG_MOTOR,443,0.55,True,0.0,,91,0.7599344968795776,0.7195046544075012,0.6714905584603548,0.08844393841922284,0.03743039071559906,0.052524291,DIAG_NAV,445,avoidance,10.314240232110023,12.086830052286386,0.0,84.0,18.765172913574588,3.609984081238508,3.609984081238508,10.314240232110023,89,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,446
89,recon_debug,autonomous,90,1.4,-3.6110842712223525,90,8.2,recon_debug,-3.6110842712223525,3.6110842712223525,7.838891572877764,3.6110842712223525,-1.0,18.0,autonomous,DIAG_STEER,447,90,7.5,recon_debug,7.969118529308841,False,18.764741172353656,autonomous,DIAG_MOTOR,448,0.55,True,0.0,,91,0.7528430609142079,0.7196143269538879,0.6643933332448497,0.08844972766935826,0.037304654717445374,0.071312946,DIAG_NAV,450,avoidance,10.317383632063866,11.959079998407296,0.0,84.0,18.764741172353656,3.6110842712223525,3.6110842712223525,10.317383632063866,90,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,451
90,recon_debug,autonomous,91,1.4,-3.612119464203715,91,8.2,recon_debug,-3.612119464203715,3.612119464203715,7.838788053579628,3.612119464203715,-1.0,18.0,autonomous,DIAG_STEER,452,91,7.5,recon_debug,7.969108373438305,False,18.76433493753218,autonomous,DIAG_MOTOR,453,0.55,True,0.0,,91,0.7618551966216829,0.7190922498703003,0.673882351335552,0.0879728452861309,0.03718634694814682,0.022901582,DIAG_NAV,455,avoidance,10.32034132629633,12.129882324039935,0.0,83.0,18.76433493753218,3.612119464203715,3.612119464203715,10.32034132629633,91,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,456
91,recon_debug,autonomous,92,1.4,-3.609945030882954,92,8.2,recon_debug,-3.609945030882954,3.609945030882954,7.839005496911704,3.609945030882954,-1.0,18.0,autonomous,DIAG_STEER,457,92,7.5,recon_debug,7.96912970594702,False,18.765188237880782,autonomous,DIAG_MOTOR,458,0.55,True,0.0,,91,0.7566061650003706,0.7198801040649414,0.6690146436329399,0.08759152136743069,0.03743485361337662,0.045756256,DIAG_NAV,460,avoidance,10.314128659665585,12.042263585392918,0.0,84.0,18.765188237880782,3.609945030882954,3.609945030882954,10.314128659665585,92,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,461
92,recon_debug,autonomous,93,1.4,-3.6105166720226403,93,8.2,recon_debug,-3.6105166720226403,3.6105166720226403,7.838948332797735,3.6105166720226403,-1.0,18.0,autonomous,DIAG_STEER,462,93,7.5,recon_debug,7.96912409780099,False,18.7649639120396,autonomous,DIAG_MOTOR,463,0.55,True,0.0,,91,0.7583763173648289,0.7198716998100281,0.666143649067281,0.09223266829754792,0.03736952319741249,0.01663516,DIAG_NAV,465,avoidance,10.315761920064688,11.990585683211057,0.0,88.0,18.7649639120396,3.6105166720226403,3.6105166720226403,10.315761920064688,93,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,466
93,recon_debug,autonomous,94,1.4,-3.6087113916873927,94,8.2,recon_debug,-3.6087113916873927,3.6087113916873927,7.83912886083126,3.6087113916873927,-1.0,18.0,autonomous,DIAG_STEER,467,94,7.5,recon_debug,7.969141808695188,False,18.765672347807527,autonomous,DIAG_MOTOR,468,0.55,True,0.0,,91,0.7608158803648419,0.7190922498703003,0.6732649653322167,0.0875509150326252,0.03757584095001221,0.016388539,DIAG_NAV,470,avoidance,10.310603976249695,12.1187693759799,0.0,83.0,18.765672347807527,3.6087113916873927,3.6087113916873927,10.310603976249695,94,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,471
94,recon_debug,autonomous,95,1.4,-3.6108136568218465,95,8.2,recon_debug,-3.6108136568218465,3.6108136568218465,7.838918634317815,3.6108136568218465,-1.0,18.0,autonomous,DIAG_STEER,472,95,7.5,recon_debug,7.9691211842001195,False,18.764847368004762,autonomous,DIAG_MOTOR,473,0.55,True,0.0,,91,0.7622244324949052,0.719902515411377,0.6746290339943435,0.08759539850056171,0.037335582077503204,0.06466512,DIAG_NAV,475,avoidance,10.31661044806242,12.143322611898183,0.0,84.0,18.764847368004762,3.6108136568218465,3.6108136568218465,10.31661044806242,95,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,476
95,recon_debug,autonomous,96,1.4,-3.6102023134008046,96,8.2,recon_debug,-3.6102023134008046,3.6102023134008046,7.838979768659919,3.6102023134008046,-1.0,18.0,autonomous,DIAG_STEER,477,96,7.5,recon_debug,7.969127181849591,False,18.765087273983625,autonomous,DIAG_MOTOR,478,0.55,True,0.0,,91,0.7518065729561973,0.7198137044906616,0.6673226180527748,0.08448395490342257,0.03740544989705086,0.011304258000000001,DIAG_NAV,480,avoidance,10.314863752573729,12.011807124949947,0.0,84.0,18.765087273983625,3.6102023134008046,3.6102023134008046,10.314863752573729,96,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,481
96,recon_debug,autonomous,97,1.4,-3.61136117670685,97,8.2,recon_debug,-3.61136117670685,3.61136117670685,7.838863882329314,3.61136117670685,-1.0,18.0,autonomous,DIAG_STEER,482,97,7.5,recon_debug,7.969115812698217,False,18.764632507928678,autonomous,DIAG_MOTOR,483,0.55,True,0.0,,91,0.7618625197145674,0.7193423509597778,0.6738776433799002,0.0879848763346672,0.03727300837635994,0.023891975000000003,DIAG_NAV,485,avoidance,10.318174790591002,12.129797580838204,0.0,85.0,18.764632507928678,3.61136117670685,3.61136117670685,10.318174790591002,97,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,486
97,recon_debug,autonomous,98,1.4,-3.612563686445355,98,8.2,recon_debug,-3.612563686445355,3.612563686445355,7.838743631355464,3.612563686445355,-1.0,18.0,autonomous,DIAG_STEER,487,98,7.5,recon_debug,7.969104015348888,False,18.764160613955536,autonomous,DIAG_MOTOR,488,0.55,True,0.0,,91,0.7632106939951578,0.7197118401527405,0.6748259501407543,0.0883847438544035,0.03713557869195938,0.056858442,DIAG_NAV,490,avoidance,10.321610532701015,12.146867102533577,0.0,85.0,18.764160613955536,3.612563686445355,3.612563686445355,10.321610532701015,98,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,491
98,recon_debug,autonomous,99,1.4,-3.612563686445355,99,8.2,recon_debug,-3.612563686445355,3.612563686445355,7.838743631355464,3.612563686445355,-1.0,18.0,autonomous,DIAG_STEER,492,99,7.5,recon_debug,7.969104015348888,False,18.764160613955536,autonomous,DIAG_MOTOR,493,0.55,True,0.0,,91,0.7632106939951578,0.7197118401527405,0.6748259501407543,0.0883847438544035,0.03713557869195938,0.165370079,DIAG_NAV,495,avoidance,10.321610532701015,12.146867102533577,0.0,85.0,18.764160613955536,3.612563686445355,3.612563686445355,10.321610532701015,99,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,496
