_sequence,phase,step,cycle,steer_center_trim_dc,steer_clamped_deg,steer_cycle,steer_dc_center,steer_phase,steer_post_sign_deg,steer_pre_sign_deg,steer_pwm_dc,steer_requested_deg,steer_steering_direction_sign,steer_steering_limit_deg,steer_step,steer__tag,steer__line_no,motor_cycle,motor_neutral_dc,motor_phase,motor_pwm_dc,motor_reverse_mode,motor_speed_pct,motor_step,motor__tag,motor__line_no,front_clearance_m,front_min_m,heading_offset_deg,left_clearance_m,left_min_m,left_right_delta_m,right_clearance_m,right_min_m,scan_age_s,_tag,_line_no,active_heading_source,avoidance_heading_deg,centering_heading_deg,centering_weight,gap_heading_deg,speed_pct,steering_deg,steering_pre_servo_deg,target_heading_deg,pose_cycle,pose_distance_from_phase_start_m,pose_lateral_drift_m,pose_phase,pose_step,pose_x,pose_y,pose_yaw_change_deg,pose_yaw_deg,pose__tag,pose__line_no
60,nav_dryrun,dryrun,61,1.7,0.0,61,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,302,61,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,303,1.5994235277175903,1.5987499952316284,-89,0.6740853190422058,0.49517542123794556,0.5750315834348109,0.09905373560739499,0.04391118511557579,0.055754427,DIAG_NAV,305,avoidance,10.152220372110605,10.350568501826595,0.0,8.0,22.3418040058886,3.5532771302387114,3.5532771302387114,10.152220372110605,61,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,306
61,nav_dryrun,dryrun,62,1.7,0.0,62,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,307,62,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,308,1.6254701458889504,1.534749984741211,-89,0.643122191230456,0.49656376242637634,0.5434467657377906,0.09967542549266535,0.04386467859148979,0.0020565320000000002,DIAG_NAV,310,avoidance,10.153383035212755,9.782041783280231,0.0,5.0,22.341614104248585,3.553684062324464,3.553684062324464,10.153383035212755,62,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,311
62,nav_dryrun,dryrun,63,1.7,0.0,63,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,312,63,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,313,1.5828658553461235,1.534749984741211,-89,0.6447048967792874,0.49839097261428833,0.5458086026775069,0.09889629410178054,0.04384763911366463,0.0006291210000000001,DIAG_NAV,315,avoidance,10.153809022158384,9.824554848195124,0.0,7.0,22.341544526380797,3.553833157755434,3.553833157755434,10.153809022158384,63,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,316
63,nav_dryrun,dryrun,64,1.7,0.0,64,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,317,64,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,318,1.5900729944308598,1.559249997138977,-89,0.6811989234252409,0.49777454137802124,0.5814694479878149,0.0997294754374261,0.04374163597822189,0.024574198000000002,DIAG_NAV,320,avoidance,10.156459100544453,10.466450063780668,0.0,7.0,22.341111680244406,3.554760685190558,3.554760685190558,10.156459100544453,64,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,321
64,nav_dryrun,dryrun,65,1.7,0.0,65,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,322,65,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,323,1.587331121166547,1.559249997138977,-89,0.7097800837622749,0.4955484867095947,0.6093487247727276,0.10043135898954728,0.04353083670139313,0.047051437,DIAG_NAV,325,avoidance,10.161729082465172,10.968277045909097,0.0,7.0,22.34025091653069,3.5566051788628097,3.5566051788628097,10.161729082465172,65,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,326
65,nav_dryrun,dryrun,66,1.7,0.0,66,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,327,66,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,328,1.6076135960492222,1.6460000276565552,-89,0.6952925469986228,0.49564847350120544,0.5966710219090924,0.09862152508953038,0.04353083670139313,0.005221433,DIAG_NAV,330,avoidance,10.161729082465172,10.740078394363662,0.0,9.0,22.34025091653069,3.5566051788628097,3.5566051788628097,10.161729082465172,66,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,331
66,nav_dryrun,dryrun,67,1.7,0.0,67,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,332,67,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,333,1.5817500203847885,1.5217499732971191,-89,0.6758872007214746,0.4966866374015808,0.5749766107460053,0.10091058997546926,0.043991729617118835,0.016166474,DIAG_NAV,335,avoidance,10.15020675957203,10.349578993428095,0.0,8.0,22.34213289593657,3.5525723658502097,3.5525723658502097,10.15020675957203,67,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,336
67,nav_dryrun,dryrun,68,1.7,0.0,68,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,337,68,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,338,1.582363600532214,1.5217499732971191,-89,0.6736603517865025,0.49624961614608765,0.5733249600733789,0.1003353917131237,0.04386380314826965,0.039386652,DIAG_NAV,340,avoidance,10.153404921293259,10.319849281320819,0.0,8.0,22.3416105295221,3.55369172245264,3.55369172245264,10.153404921293259,68,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,341
68,nav_dryrun,dryrun,69,1.7,0.0,69,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,342,69,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,343,1.705573280652364,1.5822499990463257,-89,0.6372339885409285,0.49539923667907715,0.5392754326941065,0.09795855584682203,0.04353046417236328,0.062449308,DIAG_NAV,345,avoidance,10.161738395690918,9.706957788493916,0.0,6.0,22.340249395370485,3.556608438491821,3.556608438491821,10.161738395690918,69,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,346
69,nav_dryrun,dryrun,70,1.7,0.0,70,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,347,70,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,348,1.7083636465526761,1.6137499809265137,-89,0.6551072874734568,0.49964672327041626,0.5554144116984048,0.09969287577505205,0.04365546628832817,0.00834326,DIAG_NAV,350,avoidance,10.158613342791796,9.997459410571286,0.0,6.0,22.34075982067734,3.555514669977128,3.555514669977128,10.158613342791796,70,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,351
70,nav_dryrun,dryrun,71,1.7,0.0,71,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,352,71,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,353,1.7157309339160012,1.6137499809265137,-89,0.6732601461022399,0.498114675283432,0.5738757788554018,0.09938436724683818,0.04382213577628136,0.008559356,DIAG_NAV,355,avoidance,10.154446605592966,10.329764019397231,0.0,7.0,22.34144038775315,3.5540563119575377,3.5540563119575377,10.154446605592966,71,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,356
71,nav_dryrun,dryrun,72,1.7,0.0,72,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,357,72,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,358,1.6611296733220418,1.6382499933242798,-89,0.6749410788680232,0.49654850363731384,0.5744545252469648,0.10048655362105836,0.04353046417236328,0.05488556000000001,DIAG_NAV,360,avoidance,10.161738395690918,10.340181454445368,0.0,7.0,22.340249395370485,3.556608438491821,3.556608438491821,10.161738395690918,72,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,361
72,nav_dryrun,dryrun,73,1.7,0.0,73,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,362,73,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,363,1.7144820917220343,1.6052500009536743,-89,0.6732933036116666,0.49803900718688965,0.5742733571177278,0.09901994649393886,0.043927181512117386,0.00167423,DIAG_NAV,365,avoidance,10.151820462197065,10.3369204281191,0.0,8.0,22.34186932450781,3.5531371617689724,3.5531371617689724,10.151820462197065,73,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,366
73,nav_dryrun,dryrun,74,1.7,0.0,74,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,367,74,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,368,1.7051241681689309,1.5770000219345093,-89,0.637083253482493,0.4961933493614197,0.5378402780219449,0.09924297546054803,0.04375217482447624,0.024746756,DIAG_NAV,370,avoidance,10.156195629388094,9.681125004395009,0.0,6.0,22.34115471386661,3.5546684702858324,3.5546684702858324,10.156195629388094,74,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,371
74,nav_dryrun,dryrun,75,1.7,0.0,75,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,372,75,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,373,1.718423428989592,1.6132500171661377,-89,0.6513657528300618,0.49697235226631165,0.5508221648684442,0.10054358796161764,0.04390217736363411,0.047916543000000006,DIAG_NAV,375,avoidance,10.152445565909147,9.914798967631995,0.0,6.0,22.34176722423484,3.553355948068201,3.553355948068201,10.152445565909147,75,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,376
75,nav_dryrun,dryrun,76,1.7,0.0,76,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,377,76,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,378,1.71511591616131,1.6132500171661377,-89,0.6804786967960271,0.4973008930683136,0.5812665584850758,0.09921213831095134,0.04397773742675781,0.007123315000000001,DIAG_NAV,380,avoidance,10.150556564331055,10.462798052731365,0.0,7.0,22.34207576115926,3.5526947975158687,3.5526947975158687,10.150556564331055,76,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,381
76,nav_dryrun,dryrun,77,1.7,0.0,77,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,382,77,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,383,1.684262990951538,1.527999997138977,-89,0.654273473246153,0.4970795214176178,0.5567543335051717,0.09751913974098131,0.043722063302993774,0.042377494,DIAG_NAV,385,avoidance,10.156948417425156,10.02157800309309,0.0,8.0,22.341031758487226,3.554931946098804,3.554931946098804,10.156948417425156,77,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,386
77,nav_dryrun,dryrun,78,1.7,0.0,78,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,387,78,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,388,1.6852612657980486,1.527999997138977,-89,0.6369838409307527,0.49950218200683594,0.5395645164719385,0.09741932445881414,0.04350421577692032,0.065565651,DIAG_NAV,390,avoidance,10.162394605576992,9.712161296494893,0.0,5.0,22.340142214422425,3.5568381119519468,3.5568381119519468,10.162394605576992,78,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,391
78,nav_dryrun,dryrun,79,1.7,0.0,79,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,392,79,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,393,1.6689086017154513,1.6767499446868896,-89,0.6375866314259971,0.4995217025279999,0.5364805590334634,0.1011060723925338,0.04404691979289055,0.012030335000000001,DIAG_NAV,395,avoidance,10.148827005177736,9.65665006260234,0.0,5.0,22.34235825582097,3.5520894518122073,3.5520894518122073,10.148827005177736,79,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,396
79,nav_dryrun,dryrun,80,1.7,0.0,80,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,397,80,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,398,1.7325985610485077,1.6827499866485596,-89,0.6352830703665571,0.499202162027359,0.5356277152771217,0.09965535508943539,0.04409778118133545,0.008710654,DIAG_NAV,400,avoidance,10.147555470466614,9.641298874988191,0.0,5.0,22.342565939823785,3.5516444146633144,3.5516444146633144,10.147555470466614,80,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,401
80,nav_dryrun,dryrun,81,1.7,0.0,81,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,402,81,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,403,1.6859167489138516,1.524999976158142,-89,0.6342191129195981,0.49589332938194275,0.534736741539082,0.09948237138051613,0.043524254113435745,0.059231589,DIAG_NAV,405,avoidance,10.161893647164106,9.625261347703477,0.0,5.0,22.340224037629863,3.556662776507437,3.556662776507437,10.161893647164106,81,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,406
81,nav_dryrun,dryrun,82,1.7,0.0,82,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,407,82,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,408,1.5568592722217243,1.6069999933242798,-89,0.6517477132553278,0.49620765447616577,0.5519560142210016,0.09979169903432622,0.04379846900701523,0.004159602,DIAG_NAV,410,avoidance,10.15503827482462,9.93520825597803,0.0,6.0,22.34134374844531,3.5542633961886163,3.5542633961886163,10.15503827482462,82,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,411
82,nav_dryrun,dryrun,83,1.7,0.0,83,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,412,83,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,413,1.5578595226009686,1.628999948501587,-89,0.6523325290790823,0.4956042170524597,0.5522151449334252,0.10011738414565723,0.043869514018297195,0.028419665,DIAG_NAV,415,avoidance,10.15326214954257,9.939872608801654,0.0,6.0,22.341633848908046,3.553641752339899,3.553641752339899,10.15326214954257,83,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,416
83,nav_dryrun,dryrun,84,1.7,0.0,84,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,417,84,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,418,1.7153518937882923,1.628999948501587,-89,0.6715546617674273,0.4997008740901947,0.5715514695296481,0.1000031922377792,0.04403355345129967,0.051853714,DIAG_NAV,420,avoidance,10.149161163717508,10.287926451533666,0.0,9.0,22.342303676592806,3.5522064073011275,3.5522064073011275,10.149161163717508,84,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,421
84,nav_dryrun,dryrun,85,1.7,0.0,85,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,422,85,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,423,1.7153518937882923,1.628999948501587,-89,0.6715546617674273,0.4997008740901947,0.5715514695296481,0.1000031922377792,0.04403355345129967,0.163529228,DIAG_NAV,425,avoidance,10.149161163717508,10.287926451533666,0.0,9.0,22.342303676592806,3.5522064073011275,3.5522064073011275,10.149161163717508,85,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,426
85,nav_dryrun,dryrun,86,1.7,0.0,86,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,427,86,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,428,1.6888940930366516,1.5127500295639038,-89,0.6722900423892709,0.49725547432899475,0.573187156908666,0.09910288548060492,0.04403417184948921,0.000431581,DIAG_NAV,430,avoidance,10.14914570376277,10.317368824355988,0.0,5.0,22.34230620171875,3.552200996316969,3.552200996316969,10.14914570376277,86,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,431
86,nav_dryrun,dryrun,87,1.7,0.0,87,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,432,87,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,433,1.7177785805293493,1.624750018119812,-89,0.6743714913379314,0.49833813309669495,0.5742320439048243,0.10013944743310704,0.04403355345129967,0.06969517700000001,DIAG_NAV,435,avoidance,10.149161163717508,10.336176790286837,0.0,4.0,22.342303676592806,3.5522064073011275,3.5522064073011275,10.149161163717508,87,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,436
87,nav_dryrun,dryrun,88,1.7,0.0,88,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,437,88,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,438,1.705841410727728,1.5777499675750732,-89,0.6824492107738148,0.4970865845680237,0.5821982005381967,0.10025101023561814,0.043677181005477905,0.016343014,DIAG_NAV,440,avoidance,10.158070474863052,10.47956760968754,0.0,6.0,22.340848489105703,3.555324666202068,3.555324666202068,10.158070474863052,88,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,441
88,nav_dryrun,dryrun,89,1.7,0.0,89,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,442,89,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,443,1.6846469694917852,1.5197499990463257,-89,0.674095353414846,0.4977526068687439,0.5745076885301665,0.09958766488467946,0.043802399188280106,0.040158031000000004,DIAG_NAV,445,avoidance,10.154940020292997,10.341138393542998,0.0,7.0,22.341359796685477,3.5542290071025486,3.5542290071025486,10.154940020292997,89,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,446
89,nav_dryrun,dryrun,90,1.7,0.0,90,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,447,90,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,448,1.6872059215198865,1.5197499990463257,-89,0.6452322680325735,0.4977175295352936,0.5457633008309105,0.099468967201663,0.04371754080057144,0.06336583700000001,DIAG_NAV,450,avoidance,10.157061479985714,9.823739414956389,0.0,6.0,22.341013291602334,3.5549715179949994,3.5549715179949994,10.157061479985714,90,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,451
90,nav_dryrun,dryrun,91,1.7,0.0,91,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,452,91,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,453,1.713139221781776,1.5850000381469727,-89,0.6522294878959656,0.49755218625068665,0.5526530718540444,0.09957641604192116,0.04380088299512863,0.008627875,DIAG_NAV,455,avoidance,10.154977925121784,9.9477552933728,0.0,5.0,22.34135360556344,3.554242273792624,3.554242273792624,10.154977925121784,91,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,456
91,nav_dryrun,dryrun,92,1.7,0.0,92,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,457,92,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,458,1.7093515793482463,1.5850000381469727,-89,0.6814640421758998,0.49672943353652954,0.5812674302362079,0.10019661193969202,0.04386468604207039,0.032489913,DIAG_NAV,460,avoidance,10.15338284894824,10.462813744251742,0.0,6.0,22.341614134671786,3.5536839971318837,3.5536839971318837,10.15338284894824,92,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,461
92,nav_dryrun,dryrun,93,1.7,0.0,93,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,462,93,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,463,1.5836602052052815,1.5290000438690186,-89,0.6729056218335795,0.4973597824573517,0.5717369841400668,0.10116863769351267,0.04390954226255417,0.05690568100000001,DIAG_NAV,465,avoidance,10.152261443436146,10.291265714521202,0.0,7.0,22.341797297572096,3.5532915052026506,3.5532915052026506,10.152261443436146,93,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,466
93,nav_dryrun,dryrun,94,1.7,0.0,94,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,467,94,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,468,1.7150298811140514,1.618499994277954,-89,0.6445882632618859,0.49812382459640503,0.5459757893860173,0.09861247387586855,0.04378833994269371,0.002686894,DIAG_NAV,470,avoidance,10.155291501432657,9.827564208948312,0.0,8.0,22.341302388099333,3.5543520255014296,3.5543520255014296,10.155291501432657,94,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,471
94,nav_dryrun,dryrun,95,1.7,0.0,95,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,472,95,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,473,1.7115500484194075,1.5865000486373901,-89,0.6518729640993961,0.49742716550827026,0.5516450313797727,0.10022793271962334,0.04383659362792969,0.024591733,DIAG_NAV,475,avoidance,10.154085159301758,9.929610564835908,0.0,5.0,22.341499423980714,3.553929805755615,3.553929805755615,10.154085159301758,95,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,476
95,nav_dryrun,dryrun,96,1.7,0.0,96,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,477,96,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,478,1.709475693248567,1.5865000486373901,-89,0.6805617206475951,0.4982745051383972,0.580180522326692,0.10038119832090303,0.04383702203631401,0.048649978,DIAG_NAV,480,avoidance,10.15407444909215,10.443249401880458,0.0,8.0,22.34150117331495,3.553926057182252,3.553926057182252,10.15407444909215,96,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,481
96,nav_dryrun,dryrun,97,1.7,0.0,97,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,482,97,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,483,1.6918012391437183,1.5567500591278076,-89,0.6739350141480912,0.4973723292350769,0.5749441310542526,0.09899088309383859,0.043741725385189056,0.01921491,DIAG_NAV,485,avoidance,10.156456865370274,10.348994358976546,0.0,6.0,22.341112045322856,3.5547599028795953,3.5547599028795953,10.156456865370274,97,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,486
97,nav_dryrun,dryrun,98,1.7,0.0,98,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,487,98,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,488,1.6879034584218806,1.5297499895095825,-89,0.7017290355129675,0.4977398216724396,0.6016542033861771,0.1000748321267904,0.04383810982108116,0.011787275000000002,DIAG_NAV,490,avoidance,10.154047254472971,10.829775660951189,0.0,7.0,22.341505615102747,3.5539165390655394,3.5539165390655394,10.154047254472971,98,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,491
98,nav_dryrun,dryrun,99,1.7,0.0,99,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,492,99,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,493,1.6907061717726968,1.5297499895095825,-89,0.7012785869565877,0.49777552485466003,0.6024583119321316,0.09882027502445613,0.0438113771378994,0.067264767,DIAG_NAV,495,avoidance,10.154715571552515,10.84424961477837,0.0,8.0,22.34139645664642,3.55415045004338,3.55415045004338,10.154715571552515,99,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,496
99,nav_dryrun,dryrun,100,1.7,0.0,100,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,497,100,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,498,1.6887254335663535,1.5219999551773071,-89,0.7026147077029402,0.4976685345172882,0.6056018961981975,0.09701281150474268,0.04384051635861397,0.012427341000000001,DIAG_NAV,500,avoidance,10.15398709103465,10.900834131567555,0.0,8.0,22.341515441797675,3.5538954818621273,3.5538954818621273,10.15398709103465,100,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,501
100,nav_dryrun,dryrun,101,1.7,0.0,101,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,502,101,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,503,1.601604902225992,1.6132500171661377,-89,0.6445264915625254,0.49781137704849243,0.5452258132544218,0.0993006783081036,0.043824050575494766,0.035989355,DIAG_NAV,505,avoidance,10.15439873561263,9.814064638579591,0.0,8.0,22.341448206516603,3.5540395574644204,3.5540395574644204,10.15439873561263,101,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,506
101,nav_dryrun,dryrun,102,1.7,0.0,102,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,507,102,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,508,1.601501076117806,1.6052500009536743,-89,0.6449706050611678,0.4979185163974762,0.5457079597756642,0.09926264528550353,0.04389360919594765,0.0015618580000000002,DIAG_NAV,510,avoidance,10.152659770101309,9.822743275961956,0.0,6.0,22.34173223755012,3.5534309195354576,3.5534309195354576,10.152659770101309,102,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,511
