_sequence,phase,step,cycle,steer_center_trim_dc,steer_clamped_deg,steer_cycle,steer_dc_center,steer_phase,steer_post_sign_deg,steer_pre_sign_deg,steer_pwm_dc,steer_requested_deg,steer_steering_direction_sign,steer_steering_limit_deg,steer_step,steer__tag,steer__line_no,motor_cycle,motor_neutral_dc,motor_phase,motor_pwm_dc,motor_reverse_mode,motor_speed_pct,motor_step,motor__tag,motor__line_no,effective_front_clearance_m,front_clearance_fallback_used,front_clearance_m,front_min_m,heading_offset_deg,left_clearance_m,left_min_m,left_right_delta_m,right_clearance_m,right_min_m,scan_age_s,_tag,_line_no,active_heading_source,avoidance_heading_deg,centering_heading_deg,centering_weight,gap_heading_deg,speed_pct,steering_deg,steering_pre_servo_deg,target_heading_deg,pose_cycle,pose_distance_from_phase_start_m,pose_lateral_drift_m,pose_phase,pose_step,pose_x,pose_y,pose_yaw_change_deg,pose_yaw_deg,pose__tag,pose__line_no
59,nav_dryrun,dryrun,60,1.4,0.0,60,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,297,60,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,298,0.55,True,0.0,,91,0.5716922291687556,0.4552709460258484,0.3747511868878286,0.196941042280927,0.1204695925116539,0.061836915000000006,DIAG_NAV,300,avoidance,8.238260187208652,6.745521363980915,0.0,36.0,19.05030562731748,2.8833910655230284,2.8833910655230284,8.238260187208652,60,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,301
60,nav_dryrun,dryrun,61,1.4,0.0,61,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,302,61,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,303,0.55,True,0.0,,91,0.5791729531354375,0.4557744860649109,0.3822734174308053,0.1968995357046322,0.12066950649023056,0.060108967000000006,DIAG_NAV,305,avoidance,8.233262337744236,6.880921513754495,0.0,35.0,19.050992074368917,2.8816418182104826,2.8816418182104826,8.233262337744236,61,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,306
61,nav_dryrun,dryrun,62,1.4,0.0,62,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,307,62,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,308,0.55,True,0.0,,91,0.5794037406643232,0.4556146562099457,0.38822097098454833,0.19118276967977485,0.1212405264377594,0.006993775000000001,DIAG_NAV,310,avoidance,8.218986839056015,6.98797747772187,0.0,35.0,19.052952792484202,2.8766453936696053,2.8766453936696053,8.218986839056015,62,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,311
62,nav_dryrun,dryrun,63,1.4,0.0,63,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,312,63,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,313,0.55,True,0.0,,91,0.580469092561139,0.4562717080116272,0.3896305611253612,0.19083853143577775,0.12130465358495712,0.026368536,DIAG_NAV,315,avoidance,8.217383660376072,7.013350100256502,0.0,35.0,19.053172986646832,2.876084281131625,2.876084281131625,8.217383660376072,63,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,316
63,nav_dryrun,dryrun,64,1.4,0.0,64,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,317,64,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,318,0.55,True,0.0,,91,0.5806853158606423,0.45635542273521423,0.3856524372148135,0.1950328786458288,0.11999335139989853,0.052804460000000004,DIAG_NAV,320,avoidance,8.250166215002537,6.941743869866643,0.0,35.0,19.048670352439427,2.887558175250888,2.887558175250888,8.250166215002537,64,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,321
64,nav_dryrun,dryrun,65,1.4,0.0,65,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,322,65,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,323,0.55,True,0.0,,91,0.5784900006320741,0.45453834533691406,0.3811130314186857,0.1973769692133884,0.12072861939668655,0.069916319,DIAG_NAV,325,avoidance,8.231784515082836,6.860034565536342,0.0,35.0,19.051195051072337,2.8811245802789927,2.8811245802789927,8.231784515082836,65,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,326
65,nav_dryrun,dryrun,66,1.4,0.0,66,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,327,66,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,328,0.55,True,0.0,,91,0.579729948606756,0.45670217275619507,0.38245333597706016,0.1972766126296958,0.12025614827871323,0.022919042,DIAG_NAV,330,avoidance,8.24359629303217,6.884160047587083,0.0,35.0,19.04957272126763,2.8852587025612593,2.8852587025612593,8.24359629303217,66,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,331
66,nav_dryrun,dryrun,67,1.4,0.0,67,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,332,67,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,333,0.55,True,0.0,,91,0.5810124567813344,0.4577418863773346,0.38543756299413523,0.19557489378719914,0.12047479301691055,0.07035658,DIAG_NAV,335,avoidance,8.238130174577236,6.937876133894434,0.0,35.0,19.050323484355417,2.8833455611020327,2.8833455611020327,8.238130174577236,67,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,336
67,nav_dryrun,dryrun,68,1.4,0.0,68,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,337,68,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,338,0.55,True,0.0,,91,0.5732648406709944,0.45514798164367676,0.37723786754875765,0.1960269731222367,0.1206558421254158,0.01617265,DIAG_NAV,340,avoidance,8.233603946864605,6.790281615877638,0.0,36.0,19.050945154873826,2.8817613814026117,2.8817613814026117,8.233603946864605,68,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,341
68,nav_dryrun,dryrun,69,1.4,0.0,69,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,342,69,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,343,0.55,True,0.0,,91,0.5824550050828192,0.45415419340133667,0.3868617875809843,0.19559321750183495,0.12074931710958481,0.040142847,DIAG_NAV,345,avoidance,8.23126707226038,6.963512176457717,0.0,35.0,19.051266121059996,2.880943475291133,2.880943475291133,8.23126707226038,69,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,346
69,nav_dryrun,dryrun,70,1.4,0.0,70,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,347,70,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,348,0.55,True,0.0,,91,0.5824550050828192,0.45415419340133667,0.3868617875809843,0.19559321750183495,0.12074931710958481,0.14081421400000002,DIAG_NAV,350,avoidance,8.23126707226038,6.963512176457717,0.0,35.0,19.051266121059996,2.880943475291133,2.880943475291133,8.23126707226038,70,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,351
70,nav_dryrun,dryrun,71,1.4,0.0,71,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,352,71,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,353,0.55,True,0.0,,91,0.5702384327139173,0.4552168846130371,0.3746525281850172,0.19558590452890007,0.11988834291696548,0.009376982,DIAG_NAV,355,avoidance,8.252791427075863,6.74374550733031,0.0,36.0,19.04830978353875,2.888476999476552,2.888476999476552,8.252791427075863,71,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,356
71,nav_dryrun,dryrun,72,1.4,0.0,72,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,357,72,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,358,0.55,True,0.0,,91,0.5697067303316934,0.4550383388996124,0.3743541621736118,0.1953525681580816,0.1201092004776001,0.023747630000000002,DIAG_NAV,360,avoidance,8.247269988059998,6.738374919125012,0.0,36.0,19.04906814482176,2.886544495820999,2.886544495820999,8.247269988059998,72,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,361
72,nav_dryrun,dryrun,73,1.4,0.0,73,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,362,73,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,363,0.55,True,0.0,,91,0.5752664395741054,0.45340535044670105,0.3811633828951388,0.1941030566789666,0.1205601766705513,0.055959914000000006,DIAG_NAV,365,avoidance,8.235995583236217,6.860940892112498,0.0,36.0,19.050616667241876,2.882598454132676,2.882598454132676,8.235995583236217,73,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,366
73,nav_dryrun,dryrun,74,1.4,0.0,74,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,367,74,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,368,0.55,True,0.0,,91,0.5817938463555442,0.4532984793186188,0.39215511947663295,0.18963872687891126,0.12000355869531631,0.0028125650000000004,DIAG_NAV,370,avoidance,8.249911032617092,7.058792150579393,0.0,35.0,19.048705401353427,2.8874688614159822,2.8874688614159822,8.249911032617092,74,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,371
74,nav_dryrun,dryrun,75,1.4,0.0,75,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,372,75,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,373,0.55,True,0.0,,91,0.5820807806319661,0.4542883038520813,0.39232924047650564,0.18975154015546045,0.12039093673229218,0.026702908,DIAG_NAV,375,avoidance,8.240226581692696,7.061926328577101,0.0,35.0,19.05003554601448,2.8840793035924435,2.8840793035924435,8.240226581692696,75,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,376
75,nav_dryrun,dryrun,76,1.4,0.0,76,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,377,76,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,378,0.55,True,0.0,,91,0.5817544013261795,0.4542258381843567,0.39186051674187183,0.18989388458430767,0.12068120390176773,0.050103489,DIAG_NAV,380,avoidance,8.232969902455807,7.053489301353693,0.0,35.0,19.0510322399127,2.8815394658595324,2.8815394658595324,8.232969902455807,76,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,381
76,nav_dryrun,dryrun,77,1.4,0.0,77,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,382,77,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,383,0.55,True,0.0,,91,0.5798529651429918,0.4529576301574707,0.3885445221741166,0.19130844296887517,0.12099173665046692,0.020718587,DIAG_NAV,385,avoidance,8.225206583738327,6.9938013991340995,0.0,35.0,19.052098519975942,2.8788223043084145,2.8788223043084145,8.225206583738327,77,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,386
77,nav_dryrun,dryrun,78,1.4,0.0,78,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,387,78,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,388,0.55,True,0.0,,91,0.5821066614654329,0.45315423607826233,0.386602494367261,0.19550416709817187,0.12071377038955688,0.044945068000000005,DIAG_NAV,390,avoidance,8.232155740261078,6.958844898610698,0.0,35.0,19.05114406385657,2.8812545090913773,2.8812545090913773,8.232155740261078,78,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,391
78,nav_dryrun,dryrun,79,1.4,0.0,79,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,392,79,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,393,0.55,True,0.0,,91,0.5711910034929003,0.45512300729751587,0.3757586113348299,0.1954323921580704,0.12047206610441208,0.068120989,DIAG_NAV,395,avoidance,8.238198347389698,6.763655004026939,0.0,36.0,19.050314120922916,2.8833694215863943,2.8833694215863943,8.238198347389698,79,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,396
79,nav_dryrun,dryrun,80,1.4,0.0,80,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,397,80,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,398,0.55,True,0.0,,91,0.5622261876569075,0.4538879692554474,0.3650716841131413,0.19715450354376618,0.12030959129333496,0.014164485000000001,DIAG_NAV,400,avoidance,8.242260217666626,6.571290314036543,0.0,37.0,19.049756229194728,2.884791076183319,2.884791076183319,8.242260217666626,80,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,401
80,nav_dryrun,dryrun,81,1.4,0.0,81,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,402,81,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,403,0.55,True,0.0,,91,0.5787428634034263,0.4553961157798767,0.3881011052160628,0.19064175818736354,0.12051214277744293,0.028569463000000003,DIAG_NAV,405,avoidance,8.237196430563927,6.98581989388913,0.0,35.0,19.05045173268088,2.8830187506973743,2.8830187506973743,8.237196430563927,81,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,406
81,nav_dryrun,dryrun,82,1.4,0.0,82,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,407,82,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,408,0.55,True,0.0,,91,0.5796045404341486,0.4548730254173279,0.3829763135165314,0.19662822691761717,0.12152566015720367,0.061583703000000004,DIAG_NAV,410,avoidance,8.211858496069908,6.8935736432975645,0.0,35.0,19.053931859592826,2.874150473624468,2.874150473624468,8.211858496069908,82,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,411
82,nav_dryrun,dryrun,83,1.4,0.0,83,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,412,83,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,413,0.55,True,0.0,,91,0.5800177322493659,0.45551374554634094,0.3897833716538217,0.1902343605955442,0.11990638822317123,0.007112918,DIAG_NAV,415,avoidance,8.25234029442072,7.016100689768791,0.0,35.0,19.048371745925397,2.8883191030472517,2.8883191030472517,8.25234029442072,83,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,416
83,nav_dryrun,dryrun,84,1.4,0.0,84,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,417,84,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,418,0.55,True,0.0,,91,0.5810895131693946,0.45380088686943054,0.3852733484471466,0.195816164722248,0.12038101255893707,0.031151665000000002,DIAG_NAV,420,avoidance,8.240474686026573,6.934920272048639,0.0,35.0,19.050001469260142,2.8841661401093006,2.8841661401093006,8.240474686026573,84,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,421
84,nav_dryrun,dryrun,85,1.4,0.0,85,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,422,85,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,423,0.55,True,0.0,,91,0.562240283278858,0.4565111994743347,0.3658836072160989,0.19635667606275908,0.12140201032161713,0.001397143,DIAG_NAV,425,avoidance,8.214949741959572,6.5859049298897805,0.0,37.0,19.053507281653584,2.87523240968585,2.87523240968585,8.214949741959572,85,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,426
85,nav_dryrun,dryrun,86,1.4,0.0,86,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,427,86,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,428,0.55,True,0.0,,91,0.573552314724241,0.4531971216201782,0.38334769420769244,0.19020462051654854,0.1207239180803299,0.023335172,DIAG_NAV,430,avoidance,8.231902047991753,6.900258495738464,0.0,36.0,19.051178908105378,2.8811657167971134,2.8811657167971134,8.231902047991753,86,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,431
86,nav_dryrun,dryrun,87,1.4,0.0,87,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,432,87,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,433,0.55,True,0.0,,91,0.5707889071532658,0.4577425420284271,0.3746933236109967,0.1960955835422691,0.11958648264408112,0.049346449,DIAG_NAV,435,avoidance,8.260337933897972,6.744479824997941,0.0,36.0,19.047273282260832,2.8911182768642902,2.8911182768642902,8.260337933897972,87,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,436
87,nav_dryrun,dryrun,88,1.4,0.0,88,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,437,88,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,438,0.55,True,0.0,,91,0.5711663467543465,0.45471689105033875,0.3756337149410831,0.1955326318132634,0.12046559900045395,0.072141341,DIAG_NAV,440,avoidance,8.238360024988651,6.7614068689394955,0.0,36.0,19.050291914749668,2.883426008746028,2.883426008746028,8.238360024988651,88,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,441
88,nav_dryrun,dryrun,89,1.4,0.0,89,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,442,89,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,443,0.55,True,0.0,,91,0.5799608445829816,0.4551711082458496,0.38368420585010066,0.19627663873288095,0.12143570929765701,0.01800635,DIAG_NAV,445,avoidance,8.214107267558575,6.906315705301812,0.0,35.0,19.053622994236086,2.874937543645501,2.874937543645501,8.214107267558575,89,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,446
89,nav_dryrun,dryrun,90,1.4,0.0,90,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,447,90,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,448,0.55,True,0.0,,91,0.5706445830208915,0.4549713134765625,0.37554173825346693,0.19510284476742454,0.1211976632475853,0.027554380000000003,DIAG_NAV,450,avoidance,8.220058418810368,6.759751288562405,0.0,36.0,19.05280561262855,2.8770204465836287,2.8770204465836287,8.220058418810368,90,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,451
90,nav_dryrun,dryrun,91,1.4,0.0,91,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,452,91,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,453,0.55,True,0.0,,91,0.5736110321113042,0.45582470297813416,0.383406394365288,0.19020463774601618,0.1205095648765564,0.064799857,DIAG_NAV,455,avoidance,8.23726087808609,6.901315098575184,0.0,36.0,19.05044288091136,2.8830413073301315,2.8830413073301315,8.23726087808609,91,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,456
91,nav_dryrun,dryrun,92,1.4,0.0,92,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,457,92,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,458,0.55,True,0.0,,91,0.5695441126823425,0.45439550280570984,0.37362498945119427,0.19591912323114824,0.1207490935921669,0.036254934,DIAG_NAV,460,avoidance,8.231272660195827,6.725249810121497,0.0,36.0,19.05126535356553,2.8809454310685396,2.8809454310685396,8.231272660195827,92,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,461
92,nav_dryrun,dryrun,93,1.4,0.0,93,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,462,93,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,463,0.55,True,0.0,,91,0.5720210254192353,0.4554675221443176,0.3815876640068988,0.19043336141233644,0.12090500444173813,0.059504738,DIAG_NAV,465,avoidance,8.227374888956547,6.868577952124179,0.0,36.0,19.05180070653953,2.8795812111347914,2.8795812111347914,8.227374888956547,93,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,466
93,nav_dryrun,dryrun,94,1.4,0.0,94,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,467,94,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,468,0.55,True,0.0,,91,0.5664409381501815,0.45651116967201233,0.3707227120701434,0.1957182260800381,0.12134137004613876,0.006157816,DIAG_NAV,470,avoidance,8.216465748846531,6.673008817262581,0.0,37.0,19.05329906040464,2.875763012096286,2.875763012096286,8.216465748846531,94,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,471
94,nav_dryrun,dryrun,95,1.4,0.0,95,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,472,95,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,473,0.55,True,0.0,,91,0.572284323828561,0.45248880982398987,0.37747793188508677,0.1948063919434742,0.12129785120487213,0.023117602,DIAG_NAV,475,avoidance,8.217553719878197,6.794602773931562,0.0,36.0,19.053149629231882,2.876143801957369,2.876143801957369,8.217553719878197,95,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,476
95,nav_dryrun,dryrun,96,1.4,0.0,96,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,477,96,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,478,0.55,True,0.0,,91,0.5740504579884665,0.45705240964889526,0.3775140298264367,0.19653642816202982,0.12142983824014664,0.053267491,DIAG_NAV,480,avoidance,8.214254043996334,6.795252536875861,0.0,36.0,19.05360283471475,2.874988915398717,2.874988915398717,8.214254043996334,96,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,481
96,nav_dryrun,dryrun,97,1.4,0.0,97,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,482,97,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,483,0.55,True,0.0,,91,0.5635549697805854,0.4548046588897705,0.3664820882595745,0.19707288152101088,0.12151500582695007,0.069130997,DIAG_NAV,485,avoidance,8.212124854326248,6.596677588672341,0.0,37.0,19.05389527568989,2.874243699014187,2.874243699014187,8.212124854326248,97,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,486
97,nav_dryrun,dryrun,98,1.4,0.0,98,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,487,98,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,488,0.55,True,0.0,,91,0.5802105863889059,0.4525719881057739,0.3842690040667852,0.19594158232212067,0.12013993412256241,0.022695022000000002,DIAG_NAV,490,avoidance,8.24650164693594,6.916842073202134,0.0,35.0,19.049173675311,2.886275576427579,2.886275576427579,8.24650164693594,98,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,491
98,nav_dryrun,dryrun,99,1.4,0.0,99,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,492,99,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,493,0.55,True,0.0,,91,0.570847909791129,0.45478835701942444,0.37540096512862614,0.19544694466250284,0.1206696555018425,0.028810263000000003,DIAG_NAV,495,avoidance,8.233258612453938,6.757217372315271,0.0,36.0,19.050992586031896,2.881640514358878,2.881640514358878,8.233258612453938,99,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,496
99,nav_dryrun,dryrun,100,1.4,0.0,100,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,497,100,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,498,0.55,True,0.0,,91,0.5744744632925306,0.45708808302879333,0.3780517632255749,0.19642270006695572,0.12020764499902725,0.016400766,DIAG_NAV,500,avoidance,8.244808875024319,6.804931738060348,0.0,36.0,19.049406174968254,2.8856831062585115,2.8856831062585115,8.244808875024319,100,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,501
100,nav_dryrun,dryrun,101,1.4,0.0,101,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,502,101,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,503,0.55,True,0.0,,91,0.5803159301479658,0.45583343505859375,0.385053260087156,0.19526267006080977,0.12050283700227737,0.040725165,DIAG_NAV,505,avoidance,8.237429074943066,6.930958681568808,0.0,35.0,19.0504197793279,2.883100176230073,2.883100176230073,8.237429074943066,101,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,506
101,nav_dryrun,dryrun,102,1.4,0.0,102,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,507,102,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,508,0.55,True,0.0,,91,0.5799537168608772,0.45401519536972046,0.3855515800399575,0.19440213682091967,0.1214899867773056,0.063720307,DIAG_NAV,510,avoidance,8.21275033056736,6.9399284407192345,0.0,35.0,19.053809367475864,2.874462615698576,2.874462615698576,8.21275033056736,102,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,511
