_sequence,phase,step,cycle,steer_center_trim_dc,steer_clamped_deg,steer_cycle,steer_dc_center,steer_phase,steer_post_sign_deg,steer_pre_sign_deg,steer_pwm_dc,steer_requested_deg,steer_steering_direction_sign,steer_steering_limit_deg,steer_step,steer__tag,steer__line_no,motor_cycle,motor_neutral_dc,motor_phase,motor_pwm_dc,motor_reverse_mode,motor_speed_pct,motor_step,motor__tag,motor__line_no,effective_front_clearance_m,front_clearance_fallback_used,front_clearance_m,front_left_clearance_m,front_min_m,front_right_clearance_m,heading_offset_deg,left_clearance_m,left_min_m,left_right_delta_m,right_clearance_m,right_min_m,scan_age_s,_tag,_line_no,active_heading_source,avoidance_heading_deg,centering_heading_deg,centering_weight,front_turn_heading_deg,gap_heading_deg,speed_pct,steering_deg,steering_pre_servo_deg,target_heading_deg,pose_cycle,pose_distance_from_phase_start_m,pose_lateral_drift_m,pose_phase,pose_step,pose_x,pose_y,pose_yaw_change_deg,pose_yaw_deg,pose__tag,pose__line_no
55,recon_debug,autonomous,56,1.4,-2.457540810108185,56,8.2,recon_debug,-2.457540810108185,2.457540810108185,7.954245918989181,2.457540810108185,-1.0,18.0,autonomous,DIAG_STEER,277,56,7.5,recon_debug,7.98043548977962,False,19.21741959118482,autonomous,DIAG_MOTOR,278,0.55,True,0.0,0.7951783851573342,,0.22354742972289815,91,0.6714638988761341,0.4520469009876251,0.4641230480582202,0.20734085081791392,0.16913819313049316,0.039258468000000005,DIAG_NAV,280,avoidance,7.021545171737671,8.354214865047963,0.0,20.007083440205264,37.0,19.21741959118482,2.457540810108185,2.457540810108185,7.021545171737671,56,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,281
56,recon_debug,autonomous,57,1.4,-2.2762825153768063,57,8.2,recon_debug,-2.2762825153768063,2.2762825153768063,7.972371748462319,2.2762825153768063,-1.0,18.0,autonomous,DIAG_STEER,282,57,7.5,recon_debug,7.982213743504447,False,19.288549740177892,autonomous,DIAG_MOTOR,283,0.55,True,0.0,0.7963490015582034,,0.23727995639338212,91,0.6682583505616468,0.4416302740573883,0.44774881202061206,0.22050953854103478,0.1814837008714676,0.063497838,DIAG_NAV,285,avoidance,6.503664329648018,8.059478616371017,0.0,19.567416580768743,37.0,19.288549740177892,2.2762825153768063,2.2762825153768063,6.503664329648018,57,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,286
57,recon_debug,autonomous,58,1.4,-1.8256920017302034,58,8.2,recon_debug,-1.8256920017302034,1.8256920017302034,8.017430799826979,1.8256920017302034,-1.0,18.0,autonomous,DIAG_STEER,287,58,7.5,recon_debug,7.986634309528481,False,19.46537238113921,autonomous,DIAG_MOTOR,288,0.55,True,0.0,0.7931364089250564,,0.2676890242625685,91,0.6608529950891222,0.4196508824825287,0.40960734377101976,0.25124565131810245,0.21100036799907684,0.009722425,DIAG_NAV,290,avoidance,5.216262862086296,7.372932187878356,0.0,18.390658463187076,36.0,19.46537238113921,1.8256920017302034,1.8256920017302034,5.216262862086296,58,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,291
58,recon_debug,autonomous,59,1.4,-1.500181406736374,59,8.2,recon_debug,-1.500181406736374,1.500181406736374,8.049981859326362,1.500181406736374,-1.0,18.0,autonomous,DIAG_STEER,292,59,7.5,recon_debug,7.9898277657445185,False,19.59311062978073,autonomous,DIAG_MOTOR,293,0.55,True,0.0,0.7562012076377869,,0.2811375720934434,91,0.6280155769165825,0.3973933458328247,0.36340977194919893,0.26460580496738356,0.22594404220581055,0.03294524,DIAG_NAV,295,avoidance,4.286232590675354,6.541375895085581,0.0,16.62722724405202,37.0,19.59311062978073,1.500181406736374,1.500181406736374,4.286232590675354,59,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,296
59,recon_debug,autonomous,60,1.4,-1.2930049933493137,60,8.2,recon_debug,-1.2930049933493137,1.2930049933493137,8.070699500665068,1.2930049933493137,-1.0,18.0,autonomous,DIAG_STEER,297,60,7.5,recon_debug,7.9918602919213075,False,19.674411676852316,autonomous,DIAG_MOTOR,298,0.55,True,0.0,0.7507816866824502,,0.29512808208956437,91,0.6196211620288736,0.3847433626651764,0.3417526357063726,0.27786852632250103,0.23697136342525482,0.055057588000000005,DIAG_NAV,300,avoidance,3.6942999809980392,6.1515474427147065,0.0,15.947876160751003,37.0,19.674411676852316,1.2930049933493137,1.2930049933493137,3.6942999809980392,60,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,301
60,recon_debug,autonomous,61,1.4,-0.7915495336055756,61,8.2,recon_debug,-0.7915495336055756,0.7915495336055756,8.120845046639442,0.7915495336055756,-1.0,18.0,autonomous,DIAG_STEER,302,61,7.5,recon_debug,7.996779873893794,False,19.87119495575175,autonomous,DIAG_MOTOR,303,0.55,True,0.0,0.7110048375631633,,0.3271608475376578,91,0.5822120528010761,0.358388751745224,0.27247037329808294,0.3097416795029932,0.2679259479045868,0.002744298,DIAG_NAV,305,avoidance,2.26157009601593,4.904466719365493,0.0,13.434539650892695,37.0,19.87119495575175,0.7915495336055756,0.7915495336055756,2.26157009601593,61,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,306
61,recon_debug,autonomous,62,1.4,-0.4309305176138878,62,8.2,recon_debug,-0.4309305176138878,0.4309305176138878,8.15690694823861,0.4309305176138878,-1.0,18.0,autonomous,DIAG_STEER,307,62,7.5,recon_debug,8.000317764997652,False,20.012710599906065,autonomous,DIAG_MOTOR,308,0.55,True,0.0,0.6754842824057529,,0.3509403151624343,91,0.5527971684932709,0.33697208762168884,0.21986962702809548,0.3329275414651754,0.2877228856086731,0.025788184000000002,DIAG_NAV,310,avoidance,1.2312300503253937,3.957653286505719,0.0,11.35903885351615,37.0,20.012710599906065,0.4309305176138878,0.4309305176138878,1.2312300503253937,62,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,311
62,recon_debug,autonomous,63,1.4,-0.13181887567043304,63,8.2,recon_debug,-0.13181887567043304,0.13181887567043304,8.186818112432956,0.13181887567043304,-1.0,18.0,autonomous,DIAG_STEER,312,63,7.5,recon_debug,8.0032522314849,False,20.130089259395998,autonomous,DIAG_MOTOR,313,0.55,True,0.0,0.6788214489817619,,0.36009741642258386,91,0.5491763940879277,0.317270964384079,0.2057959521987609,0.34338044188916683,0.3022059500217438,0.022882679000000003,DIAG_NAV,315,avoidance,0.3766253590583801,3.704327139577696,0.0,11.155341139571231,36.0,20.130089259395998,0.13181887567043304,0.13181887567043304,0.3766253590583801,63,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,316
63,recon_debug,autonomous,64,1.4,-3.2855125242844223,64,8.2,recon_debug,-3.2855125242844223,3.2855125242844223,7.8714487475715575,3.2855125242844223,-1.0,18.0,autonomous,DIAG_STEER,317,64,7.5,recon_debug,7.972312585462513,False,18.892503418500507,autonomous,DIAG_MOTOR,318,0.55,True,0.0,0.6429413720965386,,0.3747362680733204,91,0.5136763215065002,0.2853966951370239,0.1542226281571895,0.3594536933493107,0.3215586245059967,0.06966067000000001,DIAG_NAV,320,front_turn,-0.9040482342243195,2.776007306829411,0.0,9.387178640812635,36.0,18.892503418500507,3.2855125242844223,3.2855125242844223,9.387178640812635,64,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,321
64,recon_debug,autonomous,65,1.4,0.9957828931510447,65,8.2,recon_debug,0.9957828931510447,-0.9957828931510447,8.299578289315104,-0.9957828931510447,-1.0,18.0,autonomous,DIAG_STEER,322,65,7.5,recon_debug,7.994776220858859,False,19.791048834354363,autonomous,DIAG_MOTOR,323,0.55,True,0.0,0.5548862218856812,,0.4266331186800292,91,0.441334072719602,0.24661822617053986,0.033722798869598114,0.4076112738500039,0.3604219853878021,0.018863225,DIAG_NAV,325,avoidance,-2.8450939804315567,0.607010379652766,0.0,4.488858612197819,37.0,19.791048834354363,-0.9957828931510447,-0.9957828931510447,-2.8450939804315567,65,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,326
65,recon_debug,autonomous,66,1.4,1.3974802754819393,66,8.2,recon_debug,1.3974802754819393,-1.3974802754819393,8.339748027548193,-1.3974802754819393,-1.0,18.0,autonomous,DIAG_STEER,327,66,7.5,recon_debug,7.990835326085234,False,19.633413043409362,autonomous,DIAG_MOTOR,328,0.55,True,0.0,0.5039424958981966,,0.4379878143469493,91,0.397661191137398,0.21898750960826874,-0.023053568440909444,0.42071475957830745,0.37869954109191895,0.041941131,DIAG_NAV,330,avoidance,-3.992800787091255,-0.41496423193637,0.0,2.308413854293657,-23.0,19.633413043409362,-1.3974802754819393,-1.3974802754819393,-3.992800787091255,66,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,331
66,recon_debug,autonomous,67,1.4,1.8621166609227655,67,8.2,recon_debug,1.8621166609227655,-1.8621166609227655,8.386211666092276,-1.8621166609227655,-1.0,18.0,autonomous,DIAG_STEER,332,67,7.5,recon_debug,7.98627696154625,False,19.451078461850006,autonomous,DIAG_MOTOR,333,0.55,True,0.0,0.4380210324337608,,0.46983396284507983,91,0.34471891776603814,0.18988145887851715,-0.1063906368525589,0.45110955461859703,0.40269479155540466,0.029072639,DIAG_NAV,335,avoidance,-5.320333316922188,-1.9150314633460601,0.0,-1.1134525643961668,-23.0,19.451078461850006,-1.8621166609227655,-1.8621166609227655,-5.320333316922188,67,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,336
67,recon_debug,autonomous,68,1.4,2.5505959428846836,68,8.2,recon_debug,2.5505959428846836,-2.5505959428846836,8.455059594288468,-2.5505959428846836,-1.0,18.0,autonomous,DIAG_STEER,337,68,7.5,recon_debug,7.979522562530033,False,19.180902501201313,autonomous,DIAG_MOTOR,338,0.55,True,0.0,0.32843295837703507,,0.5224392811457316,91,0.26282284189673033,0.15659184753894806,-0.2377375274458352,0.5005603693425655,0.44808852672576904,0.036301326,DIAG_NAV,340,avoidance,-7.287416979670525,-4.2792754940250335,0.0,-6.790221296904377,-23.0,19.180902501201313,-2.5505959428846836,-2.5505959428846836,-7.287416979670525,68,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,341
68,recon_debug,autonomous,69,1.4,2.5645909383893013,69,8.2,recon_debug,2.5645909383893013,-2.5645909383893013,8.45645909383893,-2.5645909383893013,-1.0,18.0,autonomous,DIAG_STEER,342,69,7.5,recon_debug,7.979385263142317,False,19.175410525692683,autonomous,DIAG_MOTOR,343,0.55,True,0.0,0.27175160144504745,,0.5504734001376412,91,0.2255056662594571,0.15690389275550842,-0.3015351276114291,0.5270407938708862,0.47158628702163696,0.058910794,DIAG_NAV,345,avoidance,-7.327402681112289,-5.427632297005724,0.0,-9.755262954240782,-23.0,19.175410525692683,-2.5645909383893013,-2.5645909383893013,-7.327402681112289,69,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,346
69,recon_debug,autonomous,70,1.4,2.440670534968376,70,8.2,recon_debug,2.440670534968376,-2.440670534968376,8.444067053496838,-2.440670534968376,-1.0,18.0,autonomous,DIAG_STEER,347,70,7.5,recon_debug,7.980600997403151,False,19.224039896126047,autonomous,DIAG_MOTOR,348,0.55,True,0.0,0.22692681327462197,,0.5878122895956039,91,0.2047673135995865,0.17106622457504272,-0.3569772634734499,0.5617445770730364,0.5033510327339172,0.006143516000000001,DIAG_NAV,350,avoidance,-6.973344385623932,-6.425590742522098,0.0,-12.63099167123437,-24.0,19.224039896126047,-2.440670534968376,-2.440670534968376,-6.973344385623932,70,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,351
70,recon_debug,autonomous,71,1.4,2.3510561622679234,71,8.2,recon_debug,2.3510561622679234,-2.3510561622679234,8.435105616226792,-2.3510561622679234,-1.0,18.0,autonomous,DIAG_STEER,352,71,7.5,recon_debug,7.981480168711084,False,19.259206748443347,autonomous,DIAG_MOTOR,353,0.55,True,0.0,0.21753992810845374,,0.6134048321030356,91,0.20348303956644875,0.1813078671693802,-0.38201475076022606,0.5854977903266748,0.5212129950523376,0.022487651,DIAG_NAV,355,avoidance,-6.717303320765495,-6.87626551368407,0.0,-13.855271639810367,-23.0,19.259206748443347,-2.3510561622679234,-2.3510561622679234,-6.717303320765495,71,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,356
71,recon_debug,autonomous,72,1.4,2.189756941050291,72,8.2,recon_debug,2.189756941050291,-2.189756941050291,8.418975694105029,-2.189756941050291,-1.0,18.0,autonomous,DIAG_STEER,357,72,7.5,recon_debug,7.983062611828332,False,19.322504473133296,autonomous,DIAG_MOTOR,358,0.55,True,0.0,0.22307530790567398,,0.6382413018833507,91,0.2147464530808585,0.19974206387996674,-0.3930845842120193,0.6078310372928778,0.5381137132644653,0.052832186,DIAG_NAV,360,avoidance,-6.256448403000832,-7.075522515816347,0.0,-14.530809789218685,-23.0,19.322504473133296,-2.189756941050291,-2.189756941050291,-6.256448403000832,72,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,361
72,recon_debug,autonomous,73,1.4,2.026388507336378,73,8.2,recon_debug,2.026388507336378,-2.026388507336378,8.402638850733638,-2.026388507336378,-1.0,18.0,autonomous,DIAG_STEER,362,73,7.5,recon_debug,7.984665355174238,False,19.38661420696951,autonomous,DIAG_MOTOR,363,0.55,True,0.0,0.2382206413007918,,0.6637385152280331,91,0.2346178193887075,0.21841274201869965,-0.39560807744661963,0.6302258968353271,0.555441677570343,0.031678786,DIAG_NAV,365,avoidance,-5.789681449532509,-7.120945394039153,0.0,-14.893125587453445,-24.0,19.38661420696951,-2.026388507336378,-2.026388507336378,-5.789681449532509,73,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,366
73,recon_debug,autonomous,74,1.4,1.8254315964877603,74,8.2,recon_debug,1.8254315964877603,-1.8254315964877603,8.382543159648776,-1.8254315964877603,-1.0,18.0,autonomous,DIAG_STEER,367,74,7.5,recon_debug,7.98663686426173,False,19.465474570469198,autonomous,DIAG_MOTOR,368,0.55,True,0.0,0.2567423546598071,,0.6860329937189817,91,0.25922171647349995,0.2413792461156845,-0.3915237717541819,0.6507454882276819,0.5711033940315247,0.000603068,DIAG_NAV,370,avoidance,-5.215518847107887,-7.047427891575274,0.0,-15.025172367071113,-24.0,19.465474570469198,-1.8254315964877603,-1.8254315964877603,-5.215518847107887,74,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,371
74,recon_debug,autonomous,75,1.4,1.5921479016542435,75,8.2,recon_debug,1.5921479016542435,-1.5921479016542435,8.359214790165424,-1.5921479016542435,-1.0,18.0,autonomous,DIAG_STEER,372,75,7.5,recon_debug,7.988925518692104,False,19.55702074768417,autonomous,DIAG_MOTOR,373,0.55,True,0.0,0.2840461276826404,,0.7162720654159784,91,0.29010991421010757,0.2680402398109436,-0.3865791234071092,0.6766890376172168,0.5866455435752869,0.000431472,DIAG_NAV,375,avoidance,-4.54899400472641,-6.958424221327966,0.0,-15.127907820666831,-24.0,19.55702074768417,-1.5921479016542435,-1.5921479016542435,-4.54899400472641,75,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,376
75,recon_debug,autonomous,76,1.4,1.3216213807463646,76,8.2,recon_debug,1.3216213807463646,-1.3216213807463646,8.332162138074636,-1.3216213807463646,-1.0,18.0,autonomous,DIAG_STEER,377,76,7.5,recon_debug,7.991579547817678,False,19.66318191270711,autonomous,DIAG_MOTOR,378,0.55,True,0.0,0.31065508297511507,,0.7453345488756895,91,0.32537291364537346,0.29895755648612976,-0.3765928051819756,0.701965718827349,0.6020752787590027,0.00043026800000000003,DIAG_NAV,380,avoidance,-3.7760610878467564,-6.778670493275561,0.0,-15.213781306520104,-24.0,19.66318191270711,-1.3216213807463646,-1.3216213807463646,-3.7760610878467564,76,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,381
76,recon_debug,autonomous,77,1.4,-10.769956141114234,77,8.2,recon_debug,-10.769956141114234,10.769956141114234,7.123004385888576,10.769956141114234,-1.0,18.0,autonomous,DIAG_STEER,382,77,7.5,recon_debug,7.8988856575549775,False,15.955426302199113,autonomous,DIAG_MOTOR,383,0.55,True,0.0,0.44306823185511995,,0.829165618866682,91,0.4996104488770167,0.4266955852508545,-0.26774342315839533,0.767353872035412,0.5665193796157837,0.014424353000000001,DIAG_NAV,385,gap_escape,-0.5826103687286379,-4.819381616851116,0.0,-13.513408545404673,89.0,15.955426302199113,10.769956141114234,10.769956141114234,30.771303260326384,77,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,386
77,recon_debug,autonomous,78,1.4,-18.0,78,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,387,78,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,388,0.55,True,0.0,0.5121053144335747,,0.8514533005654812,91,0.5936325933252062,0.4896264374256134,-0.1823080810913561,0.7759406744165623,0.5353047251701355,0.064564091,DIAG_NAV,390,gap,0.0,-3.28154545964441,0.26776713029001553,-11.877179514616728,90.0,14.127272727272727,18.0,18.0,65.02226826325338,78,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,391
78,recon_debug,autonomous,79,1.4,-18.0,79,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,392,79,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,393,0.55,True,0.0,0.6318722338903517,,0.8918764609843493,91,0.7491395821173986,0.5832064151763916,-0.0463897479130021,0.7955293300304007,0.5307028889656067,0.010214692000000001,DIAG_NAV,395,gap,0.0,-0.8350154624340378,0.3295904297218931,-9.100147948289912,89.0,14.127272727272727,18.0,18.0,59.39123864966346,79,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,396
79,recon_debug,autonomous,80,1.4,-18.0,80,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,397,80,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,398,0.55,True,0.0,0.6735131561756134,,0.8686651475727558,91,0.7703020148807102,0.6407749056816101,0.0006248019829427909,0.7696772128977674,0.5020021796226501,0.03302231,DIAG_NAV,400,gap,0.0,0.011246435692970236,0.3497161104478432,-6.830319698899986,88.0,14.127272727272727,18.0,18.0,57.22891534033675,80,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,401
80,recon_debug,autonomous,81,1.4,-18.0,81,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,402,81,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,403,0.55,True,0.0,0.6858733455340068,,0.8795296438038349,91,0.7858379867341784,0.6550329923629761,0.009952678057600695,0.7758853086765777,0.49446049332618713,0.056200511,DIAG_NAV,405,gap,0.0,0.1791482050368125,0.34556723220439256,-6.777970439443984,83.0,14.127272727272727,18.0,18.0,54.37982747640437,81,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,406
81,recon_debug,autonomous,82,1.4,-18.0,82,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,407,82,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,408,0.55,True,0.0,0.6900666441236224,,0.8881473448127508,91,0.7945488732914592,0.6565403938293457,0.011849088591552537,0.7826997846999066,0.49174049496650696,0.003412496,DIAG_NAV,410,gap,0.0,0.21328359464794566,0.3447804582619777,-6.932824524119495,88.0,14.127272727272727,18.0,18.0,57.732855688448446,82,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,411
82,recon_debug,autonomous,83,1.4,-18.0,83,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,412,83,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,413,0.55,True,0.0,0.6870618791415773,,0.8914971798658371,91,0.79220105165785,0.6494079828262329,0.008005104771665716,0.7841959468861843,0.4862394332885742,0.026664809,DIAG_NAV,415,gap,0.0,0.1440918858899829,0.3464632883732991,-7.155235525349092,89.0,14.127272727272727,18.0,18.0,58.21468988338973,83,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,416
83,recon_debug,autonomous,84,1.4,-18.0,84,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,417,84,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,418,0.55,True,0.0,0.6877807029362383,,0.8924728371202946,91,0.7915476655418222,0.6537062525749207,0.006401882497899969,0.7851457830439222,0.4950776994228363,0.048854748,DIAG_NAV,420,gap,0.0,0.11523388496219944,0.34716926854590463,-7.164224696441971,82.0,14.127272727272727,18.0,18.0,53.57212564278984,84,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,421
84,recon_debug,autonomous,85,1.4,-18.0,85,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,422,85,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,423,0.55,True,0.0,0.6910221597978047,,0.8883757814764977,91,0.795020692570265,0.6572903394699097,0.012949168726337335,0.7820715238439276,0.489697128534317,0.067199255,DIAG_NAV,425,gap,0.0,0.23308503707407202,0.3442992564890787,-6.907376758754254,82.0,14.127272727272727,18.0,18.0,53.84771197285887,85,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,426
85,recon_debug,autonomous,86,1.4,-18.0,86,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,427,86,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,428,0.55,True,0.0,0.686939523137849,,0.8890281692147255,91,0.7903529784896157,0.6529889106750488,0.007022673029964177,0.7833303054596515,0.4941866099834442,0.020140249000000002,DIAG_NAV,430,gap,0.0,0.1264081145393552,0.3468900787023228,-7.073102612690677,81.0,14.127272727272727,18.0,18.0,52.945753345913026,86,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,431
86,recon_debug,autonomous,87,1.4,-18.0,87,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,432,87,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,433,0.55,True,0.0,0.6864356789095648,,0.896628863883741,91,0.7902770868756555,0.6523222923278809,6.400488994340314e-05,0.790213081985712,0.49400806427001953,0.043407706000000004,DIAG_NAV,435,gap,0.0,0.0011520880189812566,0.34997165334557684,-7.3567614740961655,89.0,14.127272727272727,18.0,18.0,57.85292605039247,87,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,436
87,recon_debug,autonomous,88,1.4,-18.0,88,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,437,88,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,438,0.55,True,0.0,0.6901643496972544,,0.9005692799886068,91,0.7980315585931143,0.6533400416374207,0.005152103801568386,0.7928794547915459,0.49008262157440186,0.023697672000000003,DIAG_NAV,440,gap,0.0,0.09273786842823095,0.3477403947110463,-7.364172560197336,88.0,14.127272727272727,18.0,18.0,57.43109396839982,88,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,441
88,recon_debug,autonomous,89,1.4,-18.0,89,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,442,89,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,443,0.55,True,0.0,0.6990354997771127,,0.8767848899287563,91,0.8215377247995801,0.6578496694564819,0.04915800705048201,0.7723797177490981,0.49525806307792664,0.013620928000000001,DIAG_NAV,445,gap,0.0,0.8848441269086762,0.3290571973163301,-6.221228655307526,82.0,14.127272727272727,18.0,18.0,55.30847414852332,89,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,446
89,recon_debug,autonomous,90,1.4,-18.0,90,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,447,90,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,448,0.55,True,0.0,0.68936938268167,,0.889978900551796,91,0.79740471357391,0.6540900468826294,0.013686221451503333,0.7837184921224066,0.49918439984321594,0.060231552,DIAG_NAV,450,gap,0.0,0.24635198612706,0.3439927900770025,-7.021333125454408,82.0,14.127272727272727,18.0,18.0,53.87733452073465,90,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,451
90,recon_debug,autonomous,91,1.4,-18.0,91,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,452,91,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,453,0.55,True,0.0,0.6888245940208435,,0.8875286057591438,91,0.7969960996082851,0.651648223400116,0.01496618361096258,0.7820299159973225,0.49984607100486755,0.007004255,DIAG_NAV,455,gap,0.0,0.26939130499732644,0.3434276161873171,-6.954640410840511,81.0,14.127272727272727,18.0,18.0,53.274879502524136,91,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,456
91,recon_debug,autonomous,92,1.4,-18.0,92,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,457,92,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,458,0.55,True,0.0,0.6883138545921871,,0.8899953104555607,91,0.7940258896628092,0.6545289158821106,0.010360117214614384,0.7836657724481948,0.5004085898399353,0.030270863000000002,DIAG_NAV,460,gap,0.0,0.1864821098630589,0.3454333466045359,-7.058850955218076,82.0,14.127272727272727,18.0,18.0,53.73888271771993,92,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,461
92,recon_debug,autonomous,93,1.4,-18.0,93,8.2,recon_debug,-18.0,18.0,6.3999999999999995,18.0,-1.0,18.0,autonomous,DIAG_STEER,462,93,7.5,recon_debug,7.8531818181818185,False,14.127272727272727,autonomous,DIAG_MOTOR,463,0.55,True,0.0,0.6878474482468196,,0.8923931792378426,91,0.7921227147412855,0.6537789702415466,0.0069985130174157195,0.7851242017238698,0.49597054719924927,0.025687046,DIAG_NAV,465,gap,0.0,0.12597323431348295,0.34690770191220244,-7.159100584685802,82.0,14.127272727272727,18.0,18.0,53.59726952841754,93,0.0,0.0,recon_debug,autonomous,0.0,0.0,0.0,0.0,DIAG_POSE,466
