_sequence,phase,step,cycle,steer_center_trim_dc,steer_clamped_deg,steer_cycle,steer_dc_center,steer_phase,steer_post_sign_deg,steer_pre_sign_deg,steer_pwm_dc,steer_requested_deg,steer_steering_direction_sign,steer_steering_limit_deg,steer_step,steer__tag,steer__line_no,motor_cycle,motor_neutral_dc,motor_phase,motor_pwm_dc,motor_reverse_mode,motor_speed_pct,motor_step,motor__tag,motor__line_no,effective_front_clearance_m,front_clearance_fallback_used,front_clearance_m,front_min_m,heading_offset_deg,left_clearance_m,left_min_m,left_right_delta_m,right_clearance_m,right_min_m,scan_age_s,_tag,_line_no,active_heading_source,avoidance_heading_deg,centering_heading_deg,centering_weight,gap_heading_deg,speed_pct,steering_deg,steering_pre_servo_deg,target_heading_deg,pose_cycle,pose_distance_from_phase_start_m,pose_lateral_drift_m,pose_phase,pose_step,pose_x,pose_y,pose_yaw_change_deg,pose_yaw_deg,pose__tag,pose__line_no
57,nav_dryrun,dryrun,58,1.4,0.0,58,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,287,58,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,288,0.55,True,0.0,,91,0.5566568043496873,0.4552694261074066,0.3650158817052013,0.19164092264448604,0.11249309778213501,0.027608998000000003,DIAG_NAV,290,avoidance,8.437672555446625,6.570285870693623,0.0,35.0,19.022916640679945,2.9531853944063187,2.9531853944063187,8.437672555446625,58,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,291
58,nav_dryrun,dryrun,59,1.4,0.0,59,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,292,59,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,293,0.55,True,0.0,,91,0.5563557098309199,0.4547562897205353,0.3579521918682014,0.1984035179627185,0.11338575929403305,0.057242022000000004,DIAG_NAV,295,avoidance,8.415356017649174,6.443139453627625,0.0,35.0,19.025981783333492,2.945374606177211,2.945374606177211,8.415356017649174,59,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,296
59,nav_dryrun,dryrun,60,1.4,0.0,60,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,297,60,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,298,0.55,True,0.0,,91,0.5563232468234168,0.4551027715206146,0.37879275017314484,0.17753049665027196,0.11227297782897949,0.002831339,DIAG_NAV,300,avoidance,8.443175554275513,6.818269503116607,0.0,35.0,19.022160812128675,2.9551114439964294,2.9551114439964294,8.443175554275513,60,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,301
60,nav_dryrun,dryrun,61,1.4,0.0,61,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,302,61,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,303,0.55,True,0.0,,91,0.5577398356464174,0.4570554196834564,0.36178598069752693,0.19595385494889045,0.1121571958065033,0.026704039000000002,DIAG_NAV,305,avoidance,8.446070104837418,6.512147652555485,0.0,35.0,19.02176324999468,2.956124536693096,2.956124536693096,8.446070104837418,61,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,306
61,nav_dryrun,dryrun,62,1.4,0.0,62,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,307,62,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,308,0.55,True,0.0,,91,0.5567755591538217,0.45715856552124023,0.358951683132962,0.1978238760208597,0.1126866564154625,0.049952697000000004,DIAG_NAV,310,avoidance,8.432833589613438,6.461130296393316,0.0,35.0,19.023581265305367,2.951491756364703,2.951491756364703,8.432833589613438,62,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,311
62,nav_dryrun,dryrun,63,1.4,0.0,63,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,312,63,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,313,0.55,True,0.0,,91,0.556861581073867,0.4574085474014282,0.3606242478028987,0.19623733327096823,0.11181871592998505,0.02460257,DIAG_NAV,315,avoidance,8.454532101750374,6.491236460452177,0.0,35.0,19.020601007539895,2.959086235612631,2.959086235612631,8.454532101750374,63,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,316
63,nav_dryrun,dryrun,64,1.4,0.0,64,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,317,64,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,318,0.55,True,0.0,,91,0.5497964339596885,0.45600318908691406,0.35765823581743805,0.1921381981422504,0.11210796982049942,0.018935968,DIAG_NAV,320,avoidance,8.447300754487514,6.437848244713885,0.0,36.0,19.02159422212986,2.95655526407063,2.95655526407063,8.447300754487514,64,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,321
64,nav_dryrun,dryrun,65,1.4,0.0,65,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,322,65,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,323,0.55,True,0.0,,91,0.5503679386207035,0.4532117247581482,0.3834513057258438,0.16691663289485975,0.11177684366703033,0.042665023,DIAG_NAV,325,avoidance,8.455578908324242,6.902123503065188,0.0,36.0,19.020457230243043,2.9594526179134846,2.9594526179134846,8.455578908324242,65,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,326
65,nav_dryrun,dryrun,66,1.4,0.0,66,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,327,66,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,328,0.55,True,0.0,,91,0.5498901878084456,0.4568023979663849,0.3615523003263488,0.18833788748209676,0.11140956729650497,0.065839091,DIAG_NAV,330,avoidance,8.464760817587376,6.507941405874278,0.0,36.0,19.019196108917736,2.9626662861555815,2.9626662861555815,8.464760817587376,66,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,331
66,nav_dryrun,dryrun,67,1.4,0.0,67,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,332,67,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,333,0.55,True,0.0,,91,0.5455206404714024,0.45500850677490234,0.3475687417323564,0.19795189873904598,0.11138306558132172,0.012310368,DIAG_NAV,335,avoidance,8.465423360466957,6.256237351182415,0.0,37.0,19.019105109657076,2.962898176163435,2.962898176163435,8.465423360466957,67,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,336
67,nav_dryrun,dryrun,68,1.4,0.0,68,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,337,68,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,338,0.55,True,0.0,,91,0.5413184639285592,0.45675545930862427,0.34342493699127885,0.19789352693728038,0.11109530180692673,0.035308681,DIAG_NAV,340,avoidance,8.472617454826832,6.1816488658430195,0.0,37.0,19.01811701169689,2.965416109189391,2.965416109189391,8.472617454826832,68,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,341
68,nav_dryrun,dryrun,69,1.4,0.0,69,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,342,69,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,343,0.55,True,0.0,,91,0.5555210080411699,0.45602095127105713,0.3638885281462636,0.19163247989490628,0.11138518899679184,0.059522965000000004,DIAG_NAV,345,avoidance,8.465370275080204,6.549993506632745,0.0,35.0,19.019112400854517,2.9628795962780714,2.9628795962780714,8.465370275080204,69,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,346
69,nav_dryrun,dryrun,70,1.4,0.0,70,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,347,70,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,348,0.55,True,0.0,,91,0.5520059772900172,0.45405086874961853,0.355008233657905,0.19699774363211223,0.11200956255197525,0.005601882000000001,DIAG_NAV,350,avoidance,8.449760936200619,6.390148205842291,0.0,36.0,19.021256319899113,2.9574163276702166,2.9574163276702166,8.449760936200619,70,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,351
70,nav_dryrun,dryrun,71,1.4,0.0,71,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,352,71,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,353,0.55,True,0.0,,91,0.5523115771157401,0.4550437927246094,0.36154336193132963,0.19076821518441042,0.11189645528793335,0.053527054000000004,DIAG_NAV,355,avoidance,8.452588617801666,6.507780514763933,0.0,36.0,19.020867942115576,2.958406016230583,2.958406016230583,8.452588617801666,71,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,356
71,nav_dryrun,dryrun,72,1.4,0.0,72,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,357,72,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,358,0.55,True,0.0,,91,0.5487844569342477,0.45720019936561584,0.35141430637057947,0.19737015056366825,0.11205944418907166,0.026815147,DIAG_NAV,360,avoidance,8.448513895273209,6.325457514670431,0.0,36.0,19.02142759908104,2.956979863345623,2.956979863345623,8.448513895273209,72,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,361
72,nav_dryrun,dryrun,73,1.4,0.0,73,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,362,73,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,363,0.55,True,0.0,,91,0.558029523326291,0.4543542265892029,0.3614971730646903,0.19653235026160065,0.11190351098775864,0.022956055000000003,DIAG_NAV,365,avoidance,8.452412225306034,6.506949115164426,0.0,35.0,19.020892169357587,2.958344278857112,2.958344278857112,8.452412225306034,73,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,366
73,nav_dryrun,dryrun,74,1.4,0.0,74,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,367,74,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,368,0.55,True,0.0,,91,0.558987945318222,0.45470765233039856,0.3700520501782497,0.18893589513997236,0.11171802133321762,0.046960288,DIAG_NAV,370,avoidance,8.45704946666956,6.660936903208495,0.0,35.0,19.020255251282432,2.959967313334346,2.959967313334346,8.45704946666956,74,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,371
74,nav_dryrun,dryrun,75,1.4,0.0,75,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,372,75,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,373,0.55,True,0.0,,91,0.5571487587359216,0.4563053548336029,0.3687337026413944,0.18841505609452724,0.11190403997898102,0.070089023,DIAG_NAV,375,avoidance,8.452399000525475,6.637206647545099,0.0,35.0,19.020893985761163,2.958339650183916,2.958339650183916,8.452399000525475,75,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,376
75,nav_dryrun,dryrun,76,1.4,0.0,76,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,377,76,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,378,0.55,True,0.0,,91,0.5438167829723919,0.45434337854385376,0.37635151912469705,0.16746526384769483,0.11228837072849274,0.016218477000000002,DIAG_NAV,380,avoidance,8.442790731787682,6.774327344244547,0.0,37.0,19.022213666914315,2.9549767561256886,2.9549767561256886,8.442790731787682,76,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,381
76,nav_dryrun,dryrun,77,1.4,0.0,77,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,382,77,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,383,0.55,True,0.0,,91,0.5439763858037836,0.4563732147216797,0.3758885365402486,0.16808784926353498,0.11295630037784576,0.040085381,DIAG_NAV,385,avoidance,8.426092490553856,6.765993657724475,0.0,37.0,19.024507145047416,2.9491323716938496,2.9491323716938496,8.426092490553856,77,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,386
77,nav_dryrun,dryrun,78,1.4,0.0,78,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,387,78,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,388,0.55,True,0.0,,91,0.5434095955946866,0.4560607075691223,0.37561426357596744,0.16779533201871916,0.11253654211759567,0.064112482,DIAG_NAV,390,avoidance,8.436586447060108,6.761056744367414,0.0,37.0,19.023065816021216,2.952805256471038,2.952805256471038,8.436586447060108,78,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,391
78,nav_dryrun,dryrun,79,1.4,0.0,79,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,392,79,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,393,0.55,True,0.0,,91,0.5557819273736742,0.4551232159137726,0.38404467252243046,0.17173725485124372,0.11158178001642227,0.034805822,DIAG_NAV,395,avoidance,8.460455499589443,6.912804105403748,0.0,35.0,19.01978743782154,2.961159424856305,2.961159424856305,8.460455499589443,79,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,396
79,nav_dryrun,dryrun,80,1.4,0.0,80,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,397,80,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,398,0.55,True,0.0,,91,0.5563396381007301,0.4546857178211212,0.37632294521095677,0.18001669288977332,0.1117224395275116,0.057950890000000005,DIAG_NAV,400,avoidance,8.45693901181221,6.773813013797222,0.0,35.0,19.020270422089734,2.9599286541342735,2.9599286541342735,8.45693901181221,80,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,401
80,nav_dryrun,dryrun,81,1.4,0.0,81,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,402,81,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,403,0.55,True,0.0,,91,0.5570240567127863,0.4533984661102295,0.36758003709837794,0.1894440196144084,0.11215993016958237,0.003929941,DIAG_NAV,405,avoidance,8.44600174576044,6.616440667770803,0.0,35.0,19.02177263901033,2.9561006110161543,2.9561006110161543,8.44600174576044,81,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,406
81,nav_dryrun,dryrun,82,1.4,0.0,82,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,407,82,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,408,0.55,True,0.0,,91,0.5587912243273523,0.45358264446258545,0.36813103060962427,0.19066019371772805,0.11217214912176132,0.028697359000000002,DIAG_NAV,410,avoidance,8.445696271955967,6.626358550973237,0.0,35.0,19.021814595374536,2.9559936951845884,2.9559936951845884,8.445696271955967,82,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,411
82,nav_dryrun,dryrun,83,1.4,0.0,83,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,412,83,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,413,0.55,True,0.0,,91,0.5510835707187652,0.4536542296409607,0.36013895481203995,0.19094461590672532,0.11234074831008911,0.051728319,DIAG_NAV,415,avoidance,8.441481292247772,6.4825011866167195,0.0,36.0,19.02239351645112,2.9545184522867203,2.9545184522867203,8.441481292247772,83,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,416
83,nav_dryrun,dryrun,84,1.4,0.0,84,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,417,84,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,418,0.55,True,0.0,,91,0.550340804883412,0.4555932581424713,0.3530757791229657,0.19726502576044627,0.11231180280447006,0.07308439300000001,DIAG_NAV,420,avoidance,8.442204929888248,6.355364024213383,0.0,36.0,19.022294125917625,2.954771725460887,2.954771725460887,8.442204929888248,84,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,421
84,nav_dryrun,dryrun,85,1.4,0.0,85,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,422,85,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,423,0.55,True,0.0,,91,0.5498780608177185,0.45475852489471436,0.35217528334077525,0.19770277747694326,0.11199960112571716,0.02102886,DIAG_NAV,425,avoidance,8.450009971857071,6.339155100133954,0.0,36.0,19.021222115229026,2.957503490149975,2.957503490149975,8.450009971857071,85,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,426
85,nav_dryrun,dryrun,86,1.4,0.0,86,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,427,86,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,428,0.55,True,0.0,,91,0.550955593585968,0.4577164053916931,0.35419009230574783,0.1967655012802202,0.1119389459490776,0.044865671,DIAG_NAV,430,avoidance,8.45152635127306,6.375421661503461,0.0,36.0,19.021013842813787,2.958034222945571,2.958034222945571,8.45152635127306,86,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,431
86,nav_dryrun,dryrun,87,1.4,0.0,87,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,432,87,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,433,0.55,True,0.0,,91,0.550955593585968,0.4577164053916931,0.35419009230574783,0.1967655012802202,0.1119389459490776,0.183653525,DIAG_NAV,435,avoidance,8.45152635127306,6.375421661503461,0.0,36.0,19.021013842813787,2.958034222945571,2.958034222945571,8.45152635127306,87,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,436
87,nav_dryrun,dryrun,88,1.4,0.0,88,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,437,88,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,438,0.55,True,0.0,,91,0.5419398791649762,0.45476293563842773,0.3736882342583666,0.16825164490660957,0.11268077045679092,0.034745638,DIAG_NAV,440,avoidance,8.432980738580227,6.726388216650599,0.0,37.0,19.023561054617733,2.9515432585030794,2.9515432585030794,8.432980738580227,88,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,441
88,nav_dryrun,dryrun,89,1.4,0.0,89,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,442,89,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,443,0.55,True,0.0,,91,0.5565045384897126,0.4560554027557373,0.37920094529787696,0.1773035931918356,0.11202063411474228,0.061635021000000005,DIAG_NAV,445,avoidance,8.449484147131443,6.825617015361785,0.0,35.0,19.02129433645839,2.957319451496005,2.957319451496005,8.449484147131443,89,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,446
89,nav_dryrun,dryrun,90,1.4,0.0,90,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,447,90,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,448,0.55,True,0.0,,91,0.5580995347764757,0.4527742266654968,0.3660984762116438,0.19200105856483182,0.11180738359689713,0.007699053000000001,DIAG_NAV,450,avoidance,8.454815410077572,6.589772571809589,0.0,35.0,19.02056209557041,2.95918539352715,2.95918539352715,8.454815410077572,90,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,451
90,nav_dryrun,dryrun,91,1.4,0.0,91,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,452,91,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,453,0.55,True,0.0,,91,0.5480164272444589,0.45492300391197205,0.34964014434692814,0.19837628289753076,0.11254627257585526,0.032361640000000004,DIAG_NAV,455,avoidance,8.436343185603619,6.2935225982447065,0.0,36.0,19.023099227613685,2.9527201149612665,2.9527201149612665,8.436343185603619,91,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,456
91,nav_dryrun,dryrun,92,1.4,0.0,92,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,457,92,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,458,0.55,True,0.0,,91,0.5480733965124402,0.45630544424057007,0.35214115296091353,0.19593224355152675,0.1117621511220932,0.055779885,DIAG_NAV,460,avoidance,8.45594622194767,6.338540753296444,0.0,36.0,19.0204067802734,2.9595811776816845,2.9595811776816845,8.45594622194767,92,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,461
92,nav_dryrun,dryrun,93,1.4,0.0,93,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,462,93,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,463,0.55,True,0.0,,91,0.5480733965124402,0.45630544424057007,0.35214115296091353,0.19593224355152675,0.1117621511220932,0.193755497,DIAG_NAV,465,avoidance,8.45594622194767,6.338540753296444,0.0,36.0,19.0204067802734,2.9595811776816845,2.9595811776816845,8.45594622194767,93,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,466
93,nav_dryrun,dryrun,94,1.4,0.0,94,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,467,94,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,468,0.55,True,0.0,,91,0.5566674537128873,0.45309847593307495,0.36716056640984285,0.1895068873030444,0.11191198229789734,0.023736794000000002,DIAG_NAV,470,avoidance,8.452200442552567,6.608890195377171,0.0,35.0,19.020921257397895,2.9582701548933983,2.9582701548933983,8.452200442552567,94,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,471
94,nav_dryrun,dryrun,95,1.4,0.0,95,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,472,95,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,473,0.55,True,0.0,,91,0.5580682431658109,0.45370420813560486,0.36679387697950006,0.19127436618631086,0.1118597611784935,0.049005328,DIAG_NAV,475,avoidance,8.453505970537663,6.602289785631001,0.0,35.0,19.020741945107215,2.958727089688182,2.958727089688182,8.453505970537663,95,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,476
95,nav_dryrun,dryrun,96,1.4,0.0,96,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,477,96,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,478,0.55,True,0.0,,91,0.5507322575364794,0.4575914144515991,0.35275104213125846,0.1979812154052209,0.11200316250324249,0.019678003000000003,DIAG_NAV,480,avoidance,8.449920937418938,6.3495187583626524,0.0,36.0,19.021234343974204,2.957472328096628,2.957472328096628,8.449920937418938,96,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,481
96,nav_dryrun,dryrun,97,1.4,0.0,97,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,482,97,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,483,0.55,True,0.0,,91,0.5430007164969164,0.4545990526676178,0.34506379038381696,0.19793692611309946,0.11189611256122589,0.042977827,DIAG_NAV,485,avoidance,8.452597185969353,6.211148226908705,0.0,37.0,19.020866765290727,2.9584090150892735,2.9584090150892735,8.452597185969353,97,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,486
97,nav_dryrun,dryrun,98,1.4,0.0,98,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,487,98,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,488,0.55,True,0.0,,91,0.556372387541665,0.45780906081199646,0.38834365950151317,0.16802872804015181,0.11170423775911331,0.066263982,DIAG_NAV,490,avoidance,8.457394056022167,6.990185871027237,0.0,35.0,19.020207922456958,2.9600879196077585,2.9600879196077585,8.457394056022167,98,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,491
98,nav_dryrun,dryrun,99,1.4,0.0,99,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,492,99,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,493,0.55,True,0.0,,91,0.556372387541665,0.45780906081199646,0.38834365950151317,0.16802872804015181,0.11170423775911331,0.19948063100000002,DIAG_NAV,495,avoidance,8.457394056022167,6.990185871027237,0.0,35.0,19.020207922456958,2.9600879196077585,2.9600879196077585,8.457394056022167,99,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,496
99,nav_dryrun,dryrun,100,1.4,0.0,100,8.2,nav_dryrun,0.0,0.0,8.2,0.0,-1.0,18.0,dryrun,DIAG_STEER,497,100,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,498,0.55,True,0.0,,91,0.5495178052357265,0.45697277784347534,0.3517133422347964,0.19780446300093008,0.11240420490503311,0.035990255,DIAG_NAV,500,avoidance,8.439894877374172,6.330840160226335,0.0,36.0,19.022611408130352,2.9539632070809603,2.9539632070809603,8.439894877374172,100,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,501
